Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
Fluidic Analytics,https://www.crunchbase.com/organization/fluidic-analytics,Active,For Profit,Private,$1M to $10M,11-50,"Cambridge, Cambridgeshire, United Kingdom",Series C,40724546,USD,40724546,"Fluidic Analytics was formed in 2013 as a spin-out from the Department of Chemistry at the University of Cambridge. Their roots stretch back to a group of scientists who were inspired by the roles that proteins play in the biological world, driven to understand more about how proteins behave and function, but frustrated by the lack of suitable tools for protein characterisation. So they decided to invent their own. Their vision is that protein science will transform their understanding of how the biological world operates in real time. They believe that this transformation will be every bit as revolutionary as the way that advances in DNA sequencing have transformed their understanding of how the biological world operates over decades, lifetimes and generations. And they believe that Fluidic Analytics can help make this vision a reality by developing products that enable easier, faster, more convenient and more accurate protein characterisation, whether in the lab, at the bedside or in everyday life. They've combined cutting edge technology, a fantastic team and best practice in management and communication to go from their founding to a customer ready prototype in 2 years. And they’re only just beginning. This instrument is just the first step towards a platform technology that will serve as the interface between the biological and digital world – as they continue to expand what is possible for their customers. Their desire for accessibility and openness is present in their company’s culture of communication and integrity, in the usability of their products, in their open exchange of ideas with their collaborators and in their commitment to their users complete ownership of their own data.  They believe that in working this way, they have the opportunity to create not just a company, but a community that fundamentally improves how they live.","Biotechnology, Life Science","Fluidic Analytics designs, develops and manufactures tools that seek to revolutionise the way proteins are characterised.",2013-01-01,year,http://www.fluidic.com
Aro Biotherapeutics,https://www.crunchbase.com/organization/aro-biotherapeutics,Active,For Profit,Private,$1M to $10M,11-50,"Philadelphia, Pennsylvania, United States",Series A,101000000,USD,101000000,"Aro Biotherapeutics is focused on the development of a new protein drug platform called Centyrins, designed to achieve better efficacy and safety profiles for patients with cancer and other serious diseases. Centyrins are small, non-antibody protein scaffolds that can be expressed as multi-specifics with novel therapeutic mechanisms of action. Centyrins are also ideal for the targeted delivery of complex drug payloads, including nucleic acids.","Biotechnology, Health Care, Medical, Pharmaceutical, Therapeutics",Aro Biotherapeutics is a biotechnology company pioneering the development of tissue-targeted genetic medicines.,2017-01-01,year,https://www.arobiotx.com/
Enable Medicine,https://www.crunchbase.com/organization/enable-medicine,Active,For Profit,Private,,1-10,"Menlo Park, California, United States",Venture - Series Unknown,3624996,USD,3624996,,"Biotechnology, Health Care, Medical",Enable medicine is a biotechnology company that develops biological cartography tools to generate cellular maps that help in drug discovery.,2019-01-01,year,https://enablemedicine.com
Slope.io,https://www.crunchbase.com/organization/slope-io,Active,For Profit,Private,Less than $1M,1-10,"San Francisco, California, United States",Series A,23030000,USD,23030000,"Slope connects a clinical trial to its supply chain, coordinating the operational complexity of getting devices, drugs, & kits from suppliers to sites to patients in real-time with complete traceability.","Biotechnology, Clinical Trials, Enterprise Software, Events, Logistics, Software",Slope.io is a provider of a healthcare software designed to offer an easy way to prevent inventory outages.,2016-01-01,year,https://www.slope.io/
Aanika Biosciences,https://www.crunchbase.com/organization/carverr,Active,For Profit,Private,Less than $1M,11-50,"Brooklyn, New York, United States",Series A,16200000,USD,16200000,"Aanika Biosciences is a biotechnology company that provides food security services for large agricultural and food companies. The company combines IT and synthetic biology to develop novel solutions to a wide array of challenges. They use synthetic biology to ensure the integrity of supply chains and reduce potential losses. It helps companies gain valuable insights about their supply chains and their customers make better consumption choices and create a more sustainable world. Aanika Biosciences was founded in 2018 and is headquartered in Brooklyn, New York, USA.","Agriculture, AgTech, Biotechnology, Food and Beverage, Information Technology",Aanika Biosciences is a biotechnology company that provides food security services for large agricultural and food companies.,2018-01-01,day,https://www.aanikabio.com
AskGene Pharma,https://www.crunchbase.com/organization/askgene-pharma,Active,For Profit,Private,$1M to $10M,11-50,"Camarillo, California, United States",Series A,20000000,USD,20000000,"AskGene Pharma is a biotechnology firm. It is developing novel cytokine prodrugs to address critical unmet medical needs in oncology and autoimmune disease. It is unlocking the full therapeutic potential of cytokine molecules with their innovative smart kine prodrug platform. It overcomes a number of significant challenges, providing a clear pathway to a range of next-generation cytokine therapies. They provide safer and better medicines for saving patients’ lives. They are equipped with the most advanced R&D facilities.","Biotechnology, Health Care, Pharmaceutical",AskGene Pharma is a pharmaceuticals company.,2012-01-01,year,https://ask-gene.com
Tempus,https://www.crunchbase.com/organization/tempus-3,Active,For Profit,Private,$100M to $500M,1001-5000,"Chicago, Illinois, United States",Debt Financing,1070000000,USD,1070000000,"Tempus is a technology company advancing precision medicine through the practical application of artificial intelligence in healthcare. With one of the world’s largest libraries of clinical and molecular data, and an operating system to make that data accessible and useful, Tempus enables physicians to make real-time, data-driven decisions to deliver personalized patient care and in parallel facilitates discovery, development and delivery of optimal therapeutics. The goal is for each patient to benefit from the treatment of others who came before by providing physicians with tools that learn as the company gathers more data.","Artificial Intelligence, Biotechnology, Health Care, Machine Learning, Medical",Tempus is a technology company advancing precision medicine through the practical application of artificial intelligence in healthcare.,2015-01-01,year,https://www.tempus.com
Nymi,https://www.crunchbase.com/organization/bionym,Active,For Profit,Private,$1M to $10M,51-100,"Toronto, Ontario, Canada",Series B,36300000,USD,36300000,"Nymi is leading the way towards true digital transformation by creating Workplace Wearables that integrate humans with their digital network in a manner that is safe, secure, and simple. Our leading-edge connected worker platform delivers humancentric applications for worker health and safety, enterprise security, data integrity, compliance, and increased productivity--even in the most challenging environments. We're also a great place to work. Nymi is a winner of the Best Workplaces in Canada 2019 - Less Than 100 Employees.","Biometrics, Compliance, Hardware, Internet of Things, Pharmaceutical, Software, Wearables","Workplace wearables built on a connected worker platform with enterprise applications for security,  productivity,  and health & safety.",2011-01-01,year,http://nymi.com
Exuma Biotech,https://www.crunchbase.com/organization/exuma-biotechnology,Active,For Profit,Private,$1M to $10M,11-50,"Grand Cayman, Midland, Cayman Islands",Series B,107000000,USD,107000000,"EXUMA Biotech is a clinical-stage biotechnology company discovering and developing Chimeric Antigen Receptor (CAR)-T cell products for solid tumors. They develop new tools for the patient’s immune system to fight various solid tumor malignancies, such as renal cell carcinoma, soft tissue sarcoma, gastric cancer, and others. It was founded in 2015 and headquartered in Grand Cayman, Midland.","Big Data, Biotechnology, Health Care, Medical",EXUMA Biotech is a clinical-stage biotechnology company that focuses on discovering and developing CAR-T cell products for solid tumors.,2015-01-01,year,https://exumabio.com/
AdHawk Microsystems,https://www.crunchbase.com/organization/adhawk-microsystems,Active,For Profit,Private,$1M to $10M,11-50,"Kitchener, Ontario, Canada",Debt Financing,16750000,USD,16750000,"AdHawk Microsystems delivers full-stack eye tracking technology - from custom silicon to cloud-based analytics - to unlock the connection between the eyes, the brain and the world around us. The company has developed wearable eye tracking products with unprecedented speed and data quality by replacing cameras and image processing with a highly customized microsystem that delivers game-changing computational and power efficiencies. The AdHawk solution is powering a new generation of “form-factor-first” smart glasses with all-day biometric sensing in Tier 1 OEM products. The technology is also being deployed in XR products, human-computer-interaction PC peripherals, and clinical instruments. Deep-tech breakthroughs at AdHawk have also positioned the company to develop the first fitness tracker for the brain: a consumer wearable device that will soon offer billions of people rich analytics on their cognitive processes, and actionable insights to improve their brain health and wellness.","Gaming, Hardware, Health Care, Human Computer Interaction, Medical, Neuroscience, Wearables",AdHawk Microsystems develops camera-free eye-tracking solutions that unlock the connection between the eyes and the brain.,2015-01-01,year,http://www.adhawkmicrosystems.com/
Nutromics,https://www.crunchbase.com/organization/nutromics,Active,For Profit,Private,,11-50,"Melbourne, Victoria, Australia",Series A,7177035,USD,7177035,"Nutromics is a MedTech company revolutionising healthcare through continuous real time molecular monitoring. Our Smart Patch biosensor platform will solve some of the biggest healthcare challenges we face today in the fields of chronic disease prevention, chronic disease management, acute diseases and Therapeutic Drug Monitoring.","Biotechnology, Health Care, Health Diagnostics, Medical, Medical Device, Sensor, Wearables",Nutromics is a healthcare company that focuses on real-time remote biomarker monitoring devices.,2017-01-01,year,http://www.nutromics.com.au/
Sciengineers,https://www.crunchbase.com/organization/sciengineers,Active,For Profit,Private,,11-50,"Bratislava, Bratislava, Slovakia (Slovak Republic)",Private Equity,271000000,EUR,313817279,"The basic philosophy of the private family foundation @Sciengineers is close cooperation between engineers, scientists, physicians, artists to make human needs from a development perspective of technology.","Animal Feed, Art, Chemical, Equestrian, Health Care, Industrial Engineering, Information Technology, Life Science, Mechanical Engineering, Veterinary","The private family foundation is close cooperation between engineers, scientists, physicians, artists",2020-09-01,day,https://sciengineers.com
Arkuda Therapeutics,https://www.crunchbase.com/organization/arkuda-therapeutics,Active,For Profit,Private,$1M to $10M,11-50,"Cambridge, Massachusetts, United States",Series B,108000000,USD,108000000,"Arkuda Therapeutics is a biotechnology company leveraging new insights into progranulin and lysosomal biology to develop medicines to change the trajectory of neurodegenerative disease. Arkuda’s lead compounds aim to correct progranulin deficiency and lysosomal dysfunction in GRN-related frontotemporal dementia (FTD-GRN), a genetically-defined subtype of frontotemporal dementia caused by an autosomal dominant mutation in the GRN gene.","Biotechnology, Health Care, Pharmaceutical, Therapeutics",Arkuda Therapeutics is a pharmaceutical company.,2018-01-01,year,https://www.arkudatx.com/
TARIS Biomedical,https://www.crunchbase.com/organization/taris-biomedical,Active,For Profit,Private,$1M to $10M,11-50,"Lexington, Massachusetts, United States",Series B,113089419,USD,113089419,"TARIS Biomedical a specialty pharmaceutical company with deep domain expertise in therapeutics and drug-delivery, is focused on local minimally-invasive drug-device convergence products. The TARIS core technology and development efforts are being applied to disease areas with high unmet medical need in which current therapies or systemic treatments have failed.","Biotechnology, Health Care, Pharmaceutical, Therapeutics",TARIS Biomedical is a pharmaceutical company developing therapies for genitourinary system issues.,2008-01-01,year,https://www.janssen.com
nplex biosciences,https://www.crunchbase.com/organization/nplex-biosciences,Active,For Profit,Private,Less than $1M,1-10,"Montréal, Quebec, Canada",Series A,18000000,USD,18000000,"Nomic develops a proteomic technology platform designed to understand, detect, and treat diseases with DNA nanotechnology. NPlex's platform and research provides cost-effective measurement of protein data with sample, fits seamlessly within industry cytometers for high-throughput analysis, and development of custom protein panels. It allows nanotechnology developers and businesses to bring improvement in existing instrument, workflow, and bring automation in the system.","Biotechnology, Health Diagnostics, Market Research, Nanotechnology","Nomic develops a proteomic technology platform designed to understand, detect, and treat diseases with DNA nanotechnology.",2017-01-01,year,https://nomic.bio/
Newsoara,https://www.crunchbase.com/organization/newsoara,Active,For Profit,Private,,,"Shanghai, Shanghai, China",Series C,29040369,USD,29040369,Newsoara is a biomedical technology developer that specializes in the development of medical devices.,"Biotechnology, Health Care, Medical, Medical Device",Newsoara is a biomedical technology developer that specializes in the development of medical devices.,2018-01-01,year,
Onconano Medicine,https://www.crunchbase.com/organization/onconano-medicine,Active,For Profit,Private,$10M to $50M,11-50,"Southlake, Texas, United States",Series B,119728526,USD,119728526,"OncoNano Medicine is a biotech company that develops nanotechnology-enabled fluorescent probes to help cancer surgeons visualize tumors during surgery, allowing them to excise tumors more precisely. The fluorescent sensor targets the different pH signals, thus making them glow so they are easier to distinguish from normal tissue. OncoNano Medicine is a UTSW spinoff company based in Dallas, Texas.","Alternative Medicine, Biotechnology, Health Care, Nanotechnology",OncoNano Medicine is a biotech company that  develops pH-activated compounds that digitalize and exploit the variability of pH in disease.,2014-12-29,day,https://www.onconano.com
Phylagen,https://www.crunchbase.com/organization/phylagen,Active,For Profit,Private,$1M to $10M,11-50,"San Francisco, California, United States",Series A,14000000,USD,14000000,"Phylagen, Inc. is a data analytics company leveraging artificial intelligence to harness the vast, unseen world of microbes. Phylagen uses DNA sequencing and machine learning to turn the largest untapped dataset on the planet, the environmental microbiome, into insights for customers across numerous industries.","Artificial Intelligence, Big Data, Bioinformatics, Biotechnology, Genetics, Life Science, Machine Learning",Phylagen is digitizing the global microbiome to create a more transparent world,2014-01-01,year,http://phylagen.com/
Virogin Biotech,https://www.crunchbase.com/organization/virogin-biotech,Active,For Profit,Private,,11-50,"Vancouver, British Columbia, Canada",Series D,204000000,USD,204000000,"Virogin Biotech Ltd. (""Virogin"") was founded in 2015, with the headquarters located in Vancouver, Canada. They are dedicated to developing the next generation of oncolytic virus (OV) therapeutics using their novel Synerlytic™ technical platform for improved cancer treatment. By exploring innovative approaches to immunotherapy, Virogin is committed to becoming a world leader in the field of immuno-oncology.","Biotechnology, Health Care",Virogin Biotech is an antineoplastic drug developer.,2015-01-01,year,https://virogin.com/
Concerto Biosciences,https://www.crunchbase.com/organization/concerto-biosciences,Active,For Profit,Private,,1-10,"Cambridge, Massachusetts, United States",Venture - Series Unknown,26006949,USD,26006949,"Concerto Biosciences rebuilds microbial communities in, on, and around us to heal our bodies and our planet. Products that rebuild microbial communities do not yet exist because no one can map the vast inter-species interaction networks responsible for community behavior. Concerto’s cofounders therefore invented the first-ever ultra-high-throughput platform to experimentally measure millions of microbial interactions. Concerto maps interaction networks that reveal a new class of products called “ensembles”—combinations of microbes that work in concert to shepherd damaged microbial communities to health. The opportunities are enormous: Concerto will become the premier inventor of ensembles across medicine and agriculture, reinventing humanity’s relationship with microbes.","Big Data, Biopharma, Biotechnology, Life Science, Medical",Concerto Biosciences reinvents humanity's relationship with microbes.,2020-02-13,day,https://www.concertobio.com/
Disc Medicine,https://www.crunchbase.com/organization/disc-medicine,Active,For Profit,Private,$1M to $10M,11-50,"Cambridge, Massachusetts, United States",Series B,140000000,USD,140000000,"Disc Medicine is led by an experienced team of scientists and industry experts, and supported by a panel of advisors with a strong track record of discovering and developing new and innovative therapies. Disc Medicine was founded by Atlas Venture and Brian MacDonald, with Novo Ventures and Access Biotechnology joining as additional investors.","Biotechnology, Health Care, Medical",Disc Medicine is a hematology company,2017-01-01,year,https://www.discmedicine.com
inveox,https://www.crunchbase.com/organization/inveox,Active,For Profit,Private,Less than $1M,51-100,"Garching Bei München, Bayern, Germany",Series A,17000000,EUR,19049241,"inveox is a Munich-based company with the goal of making cancer diagnoses faster, safer, and more reliable. In today’s labs, tissue samples (biopsies) are subject to anywhere between 1-15% chance of mix-ups, contamination or loss. But our products are designed to work as a cohesive unit to make this a thing of the past and create the lab of the future. In addition, we bring big data, AI and machine learning to labs in order to provide better research data for scientists so they can eradicate cancer.","Artificial Intelligence, Biotechnology, Health Care, Information Technology, Medical","Automating histopathology, making cancer diagnoses faster, safer and more reliable.",2017-02-01,month,http://inveox.com/
Flatiron Health,https://www.crunchbase.com/organization/flatiron-health,Active,For Profit,Private,$100M to $500M,1001-5000,"New York, New York, United States",Series D,324945748,USD,324945748,"Flatiron Health is a healthcare technology and services company focused on accelerating cancer research and improving patient care. The company's platform enables cancer researchers and care providers to learn from the experience of every patient. Its database platform aggregates and transforms clinical and financial data from electronic medical records (EMRs) and billing systems that provide comprehensive support to the cancer care providers and life science companies. Currently, Flatiron partners with over 280 community cancer practices, seven major academic research centers, and over 15 of the top therapeutic oncology companies.","Biotechnology, Cloud Computing, Electronic Health Record (EHR), Health Care, Health Diagnostics, Hospital, Personal Health",Flatiron Health is a healthcare technology company that aims to improve lives by learning from the experience of every cancer patient.,2012-06-01,month,https://flatiron.com
Deep Lens,https://www.crunchbase.com/organization/deep-lens,Active,For Profit,Private,$1M to $10M,11-50,"Columbus, Ohio, United States",Series A,17200000,USD,17200000,"Deep Lens is a provider of a digital pathology workflow platform intended to allow pathology groups to collaborate on groundbreaking cancer research. The company's platform includes AI-powered image detection and workflow support, collaboration, cloud storage, and built-in APIs for the ingestion of third-party AI models and integration to EMR, LIMS, and other systems, helping patients, pathologists, and physicians work together to accelerate and optimize treatment. Founded in 2017, Deep Lens is headquartered in Columbus, Ohio.","Artificial Intelligence, Health Diagnostics, Life Science, Machine Learning, Software",Deep Lens focuses on enabling faster recruitment of cancer patients for clinical trials at the time of diagnosis.,2017-01-01,year,https://www.deeplens.ai/
Gina Life,https://www.crunchbase.com/organization/gina-life-diagnostics,Active,For Profit,Private,,1-10,"Haifa, Hefa, Israel",Pre-Seed,43699,USD,43699,Gina Life is femtech company developing a platform of biomarkers strategy supported by AI for early detection in women’s health space.,"Biotechnology, Health Care, Health Diagnostics, Life Science",Gina Life is femtech company developing a platform of biomarkers strategy supported by AI for early detection in women’s health space.,2020-01-01,year,http://Gina-Life.com
Chronomics,https://www.crunchbase.com/organization/chronomics,Active,For Profit,Private,Less than $1M,51-100,"London, England, United Kingdom",Seed,1426744,USD,1426744,"Chronomics is a tech-bio company on a mission to make biology accessible and actionable to everyone. The world is at the dawn of a ‘bio-revolution’ - with science set to transform our lives in the coming decades. And yet today, accessing biological information - and making it actionable - is complex, costly and cumbersome.  The revolution needs an engine - and we are building it. We design and deploy ‘bio-infrastructure’ across more than a dozen verticals to simplify, speed-up and scale the use of biomarkers to improve everyday decisions. From tele-health to travel; sleep to skincare; multivitamins to managing menopause - and many others - we partner with the world’s largest and most impactful organizations, using science to transform how they diagnose, personalize and evaluate their offerings. Co-located between the US and Europe, we’re a team that spans science, technology, supply chain, operations, commercial - and we’re growing. Rapidly.","Biotechnology, Life Science, Medical, Medical Device","Tech-bio company, providing access to a ‘bio-infrastructure’ to simplify and speed-up the use of biomarkers to improve everyday decisions.",2017-12-20,day,https://www.chronomics.com
Qureator (Formerly known as Curiochips),https://www.crunchbase.com/organization/curiochips-b701,Active,For Profit,Private,,11-50,"San Diego, California, United States",Series A,15425134,USD,15425134,"Qureator’s Microphysiological Systems (MPS) known as Curiochips, are designed for recapitulating the complexity of tissue microenvironments, thus providing ideal microscale 3D cell culture conditions for a variety of applications in biomedical research.",Biotechnology,Precision Architecture For Drug Discovery,2016-12-10,day,https://www.qureator.com
Neoleukin Therapeutics,https://www.crunchbase.com/organization/neoleukin-therapeutics,Active,For Profit,Private,$1M to $10M,1-10,"Seattle, Washington, United States",Post-IPO Equity,157600000,USD,157600000,Neoleukin Therapeutics emerged from the University of Washington Institute for Protein Design in January of 2019. They are creating next generation immunotherapies using breakthrough de novo protein design technology. They use natural protein complexes as inspiration to develop custom designed proteins with superior pharmaceutical properties.,"Biotechnology, Medical",Neoleukin Therapeutics is a pharmaceutical company that develops medicines to treat serious immunological disorders.,2003-12-01,day,https://www.neoleukin.com
Minerva Biotechnologies,https://www.crunchbase.com/organization/minerva-biotechnologies,Active,For Profit,Private,$1M to $10M,11-50,"Waltham, Massachusetts, United States",Venture - Series Unknown,65509789,USD,65509789,"Minerva Biotechnologies develops cancer immunotherapies and cancer drugs to target 80% of solid tumors and to prevent cancer metastasis. Its stem cell technology could transform the field of regenerative medicine. It discovered that cancer cells are healthy cells that are being reprogrammed back to a stem cell state. It is also the first company to generate human naïve state pluripotent stem cells using a single, naturally occurring human stem cell growth factor. These earlier stem cells have a clean slate and are more easily directed to develop into functional mature cells, which could be used for transplant. It was founded in 1999 and is headquartered in Waltham, Massachusetts.","Biotechnology, Health Care, Medical, Therapeutics",Minerva Biotechnologies develops cancer immunotherapies and cancer drugs to target 80% of solid tumors and to prevent cancer metastasis.,1999-01-01,year,http://www.minervabio.com
Psyomics,https://www.crunchbase.com/organization/psyomics,Active,For Profit,Private,$1M to $10M,11-50,"Cambridge, Cambridgeshire, United Kingdom",Venture - Series Unknown,6409145,USD,6409145,PsyOmics develops proteomic diagnostics to improve early diagnosis and treatment outcomes for those with neuropsychiatric disorders.,"Biotechnology, Health Care, Medical, Universities",PsyOmics develops proteomic diagnostics to improve early diagnosis and treatment outcomes for those with neuropsychiatric disorders.,2015-01-01,year,http://www.psyomics.com
Second Genome,https://www.crunchbase.com/organization/second-genome,Active,For Profit,Private,$10M to $50M,11-50,"San Francisco, California, United States",Grant,62499999,USD,62499999,"Second Genome’s mission is to transform lives with medicines developed through innovative microbiome science. Second Genome has built a novel platform for microbiome drug discovery. Second Genome has completed more than 400 microbiome studies, analyzing more than 75,000 samples, for internal R&D, as well as for external partners across government, academia, pharmaceutical, nutrition and industrial companies. The team leverages its microbiome analysis platform with its partners’ specific expertise to generate insightful findings that can accelerate research programs by elucidating the role of the microbiome in human health conditions, agriculture, animal health and other industries. The company has established a pipeline of therapeutic products for the treatment of inflammation and metabolic diseases.","Biotechnology, Health Diagnostics, Medical","Second Genome offers a pipeline of microbiome modulators that impact infection, immunity and metabolic diseases.",2009-01-01,year,http://www.secondgenome.com
858 Therapeutics,https://www.crunchbase.com/organization/858-therapeutics,Active,For Profit,Private,$1M to $10M,11-50,"San Diego, California, United States",Series A,80056095,USD,80056095,"858 Therapeutics is a stealth company specializing in the area of healthcare services, pharmaceutical, and biotechnology. The company was founded in 2019 and is headquartered in San Diego, California, USA.","Biotechnology, Health Care, Pharmaceutical","858 Therapeutics is a stealth company specializing in the area of healthcare services, pharmaceutical, and biotechnology.",2019-01-01,year,https://8five8tx.com/
Scout Bio,https://www.crunchbase.com/organization/scout-bio,Active,For Profit,Private,,1-10,"Philadelphia, Pennsylvania, United States",Series B,62290416,USD,62290416,"Scout Bio is a biotechnology company that specializes in veterinary, animal health, and gene therapy. The company is driven by its mission is to harness the genetic revolution transforming human medicine to deliver the future of veterinary medicine. Scout Bio was founded in 2016 and headquartered in Pennsylvania, United States.","Biotechnology, Health Care, Therapeutics","Scout Bi is a biotechnology company that specializes in veterinary, animal health, and gene therapy.",2016-01-01,year,https://www.scoutbio.co/
FabricNano,https://www.crunchbase.com/organization/fabricnano,Active,For Profit,Private,$1M to $10M,11-50,"London, England, United Kingdom",Series A,15541677,USD,15541677,"FabricNano is a cell-free biomanufacturing company developing a DNA-based flow reactor to immobilize individual enzymes and cofactors to enhance multi-enzyme biochemistry. FabricNano algorithms utilize breakthroughs in synthetic biology, robotic automation, and proprietary DNA technology to tune the DNA-based immobilization matrix, which can co-locate multiple enzymes with sub-nanometer precision and configure itself into an infinite set of matrix designs that boost flow reactor performance. FabricNano has enabled the first DNA-based flow reactor by reducing the cost of industrial scale DNA synthesis by 100x compared to existing best-in-class technologies. DNA-based flow reactors will revolutionize the set of accessible bio-based industrial scale chemistries and not only replace many petrochemical-derived products, but also open up a vast and rapid design space for novel biomaterial discovery.","Biotechnology, Chemical, Nanotechnology",FabricNano is a cell-free biomanufacturing company that develops biocatalysts to unlock the future of biochemistry.,2018-01-01,year,https://fabricnano.com
Equinom,https://www.crunchbase.com/organization/equinom,Active,For Profit,Private,$1M to $10M,11-50,"Rehovot, HaMerkaz, Israel",Series C,37581868,USD,37581868,"Equinom is a fully integrated food-tech company, combining agricultural know-how, culinary expertise and deep technology to develop delicious, nutritious, affordable and sustainable non-GMO plant-based ingredients – from the ground up. Sustainable, plant-based proteins are key to feeding Earth’s 10B people by 2050  The plant-based food market grew 27% in 2020 and is projected to reach $162B by 2030. The industry is unable to supply the full demand for food vs. feed For decades, crops have been farmed primarily for animal feed – not for human consumption. To be palatable in human food, these crops require extensive and expensive processing. . With limited processing facilities equipped for this use, the industry is on track to supply only 50% of projected demand for plant-based foods. What is Equinom doing about it?  Equinom is using science and technology to develop superior ingredients naturally, at the source – in a fraction of the time typically required to breed new crops. Equinom crops are bred naturally, without genetic editing or modification, and are optimized to make meat and dairy analogues more delicious, nutritious, cost-effective and sustainable.  Ingredients designed by deep tech to bring out nature’s best  The company’s proprietary Manna™ technology platform uses AI to speed the development of superior,  high-yield, non-GMO ingredients as nature intended – featuring the quality traits that satisfy consumer expectations. The technology also ensures biodiversity and climate resilience that are critical to ensure food security in light of climate change.  What makes Equinom a compelling foodtech investment and collaborator? Working with great partners including Meatless Farm, Roquette with GoodMills Group., Equinom is recognized as a trusted developer and supplier of unrivaled ingredients. Prestigious strategic investors such as BASF and Roquette have helped position Equinom as one of the breakout Round C companies to fuel the worldwide surge in plant-based eating.","Agriculture, AgTech, Biotechnology, Food and Beverage, Food Processing, Genetics, Nutrition, Organic Food, Sustainability","Equinom is food-tech company, combining agricultural know-how, culinary expertise and deep-tech to develop non-GMO plant-based ingredients.",2012-01-01,month,http://www.equi-nom.com/
RootPath Genomics,https://www.crunchbase.com/organization/rootpath,Active,For Profit,Private,Less than $1M,1-10,"Cambridge, Massachusetts, United States",Series B,68000000,USD,68000000,"RootPath is a Cambridge-based biotechnology company developing a powerful personalized T cell therapy platform that bridges precision medicine and cancer immunotherapy. Their next generation technologies allow us to precisely monitor, modulate and steer the immune system for a revolution in the diagnosis and treatment of cancer.",Biotechnology,RootPath Genomics is a biotechnology company developing a powerful personalized T cell therapy platform that bridges precision medicine.,2017-01-01,year,https://www.rootpath.com/
Edison Pharmaceuticals,https://www.crunchbase.com/organization/edison-pharmaceuticals,Active,For Profit,Private,$10M to $50M,11-50,"Mountain View, California, United States",Venture - Series Unknown,90578582,USD,90578582,"Edison is a world leader in the discovery and development of redox drugs. The company has obtained orphan designation in both the United States and Europe for its first drug candidate, EPI-743 . Vincerinone is now in phase 2 clinical development. It is being evaluated in multiple clinical indications where defects in the mitochondrial proteins and redox control have been well characterized.","Biotechnology, Health Care, Medical",Edison Pharmaceuticals develops medicines for the treatments of children and adults diagnosed with rare and neglected diseases.,2005-01-01,year,http://edisonpharma.com/Home.aspx
ImmunoScape,https://www.crunchbase.com/organization/immunoscape,Active,For Profit,Private,$1M to $10M,11-50,"Singapore, Central Region, Singapore",Venture - Series Unknown,28038509,USD,28038509,"ImmunoScape is an immunomics-focused company with a technology platform that allows for immune profiling and characterization of the human immune response at extremely high resolution. The company’s Deep Immunomics platform combines mass cytometry, single cell sequencing, and proprietary computational bioinformatics, data analysis, and visualization tools to provide novel, reproducible immune profiling information. This technology has been utilized across multiple therapeutic areas, especially in oncology and infectious disease, both to better understand immunotherapy safety and efficacy and to identify drug targets.","Biotechnology, Life Science, Medical",ImmunoScape offers a tech platform that allows profiling and characterization of the human immune response.,2016-01-01,year,https://immunoscape.com/
StartX (Stanford-StartX Fund),https://www.crunchbase.com/organization/stanfordstartx-fund,Active,For Profit,Private,$10M to $50M,101-250,"Palo Alto, California, United States",Grant,4800000,USD,4800000,"StartX is a 501(c)(3) Stanford-affiliated nonprofit in Silicon Valley that runs one of the world’s top startup accelerator programs. Its mission is to advance the development of the best entrepreneurs through experiential education and peer learning. Since launching in 2010, it has supported more than 450 companies and 1000 entrepreneurs, from early to pre-IPO stage, working across a wide spectrum of industries.    StartX and StartX Med, dedicated to medical and biotechnology innovation, provide founders with access to a powerful network of entrepreneurs, investors, mentors, and industry partners, along with office space and a variety of other resources. Based in Palo Alto, the accelerator also operates StartX-QB3 Labs and the Stanford-StartX Fund. We are funded by Stanford University, Stanford Health Care, Microsoft, Steelcase, Hyundai, Oriza Ventures, Nissan, Panasonic, Lightspeed Venture Partners, Analog Devices, Silicon Valley Bank, Greylock Partners, Sequoia Capital, and many others. For more information, visit startx.com The company is associated investment vehicle, the Stanford-StartX Fund is a partnership between StartX, Stanford University and Stanford Health Care.  It can invest only in StartX companies who raise qualified rounds of venture capital using objective criteria; it is founder opt-in.","Automotive, Big Data, Bioinformatics, Biotechnology, Computer Vision, Consumer Software, Education, Enterprise Software, Finance, Hardware, Internet, Internet of Things, Medical Device, Non Profit, Venture Capital",StartX is an educational non-profit that helps Stanford's top entrepreneurs.,2009-01-01,year,http://startx.com/
Emergence Therapeutics,https://www.crunchbase.com/organization/emergence-therapeutics,Active,For Profit,Private,,1-10,"Duisburg, Nordrhein-Westfalen, Germany",Series A,87000000,EUR,98075135,"Emergence Therapeutics is a European biopharmaceutical company developing novel antibody-drug conjugates (ADC) to treat high-need cancers. Its lead program combines a highly specific antibody with optimized linker and payload technology to target Nectin-4 – an important target for a broad range of cancers which has been clinically validated as an ADC target by enfortumab vedotin, now approved for the treatment of urothelial cancers by the US Food and Drug Administration. Emergence is also actively exploring opportunities to develop further first- or best-in-class ADCs driven by therapeutic need.","Biotechnology, Fitness, Health Care, Wellness",Emergence is a biopharmaceutical company working on novel ADC immunotherapies for cancers with a high unmet need.,2019-01-01,year,https://emergencetx.com/
