Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
LevaData,https://www.crunchbase.com/organization/levadata,Active,For Profit,Private,$10M to $50M,51-100,"San Jose, California, United States",Series C,65500000,USD,65500000,"LevaData develops a supply management platform that helps mitigate risks, reduce costs, and accelerate new product development. LevaData’s Cognitive Sourcing platform combines market intelligence and enterprise data with artificial intelligence to identify opportunities and risks for enterprise sourcing teams. LevaData delivers improved margins, control risk, generate new product velocity, and achieve multi-tier supplier engagement with purpose-built tools for quick collaboration and decisive actions.","Artificial Intelligence, Machine Learning, Predictive Analytics, Procurement, SaaS, Supply Chain Management","LevaData develops a supply management platform that helps control risks, reduce costs, and accelerate new product development.",2013-01-01,year,https://www.levadata.com
HelixNano,https://www.crunchbase.com/organization/helixnano,Active,For Profit,Private,Less than $1M,1-10,"Cambridge, Massachusetts, United States",Series A,51254000,USD,51254000,"Helix Nanotechnologies uses artificial intelligence to help cure genetic diseases. HelixNano is a Y Combinator and venture backed biotech startup. At HelixNano, we have spent the last two years developing cancer vaccines. Now we are adapting our synthetic biology arsenal to take on COVID-19. We’re moving fast but thinking long-term. We’re already testing COVID-19 vaccine candidates designed to be precise and safe. Our next goal is to create a vaccine that protects everyone not only from this virus, but all future coronaviruses.","Artificial Intelligence, Biotechnology, Genetics, Health Care",Helix Nanotechnologies uses artificial intelligence to help cure genetic diseases.,2013-01-01,year,http://helixnano.com/
Skai Israel,https://www.crunchbase.com/organization/skai-io,Active,For Profit,Private,$10M to $50M,501-1000,"Tel Aviv, Tel Aviv, Israel",Venture - Series Unknown,60000000,USD,60000000,"Skai is an AI-powered platform that offers consumer and market insights, strategic planning, omnichannel media activation, testing, and measurement services to brands and retailers. It is the go-to-market engine that enables smarter decisions and better outcomes with actionable intelligence in making customer connections. The platform includes a suite of data-driven products for market intelligence, omnichannel media activation, testing, and measurement, enabling brands and agencies to make predictions, improve strategic planning and drive growth on the most important customer channels. Skai’s machine-learning algorithms and proprietary NLP enable companies to listen, predict and keep pace with the consumer journey. The company is on a mission to empower businesses with data they can trust, insights they can use, and the impact they can measure. It was founded in Tel Aviv, Tel Aviv, Israel in 2006 by Yoav Izhar-Prato, Nir Cohen, Amos Talmor, and Alon Sheafer. Operating in 15 international locations and backed by Sequoia Capital, Arts Alliance, Tenaya Capital, and Bain Capital Ventures, Skai™ generates over $350 billion in annualized revenue for the world’s top brands.","Artificial Intelligence, E-Commerce Platforms, Machine Learning, Natural Language Processing, Predictive Analytics","Skai Israel is an AI-powered platform that offers consumer and market insights, and omnichannel media activation services.",2006-01-01,year,https://skai.io
Lightning AI,https://www.crunchbase.com/organization/grid-ai,Active,For Profit,Private,$1M to $10M,11-50,"New York, New York, United States",Series B,58600000,USD,58600000,"From the creator of the popular framework PyTorch Lightning, Lightning AI enables developers to do two key things: 1) build state-of-the art AI models for high-performance AI research, 2) build Lightning Apps which are end-to-end ML systems which are multi-cloud, fault tolerant and more. In October 2020, Grid.ai raised $18.6 million Series A funding led by Index Ventures with participation from Bain Capital Ventures, and Firstminute.","Artificial Intelligence, Computer, Machine Learning, Software, Software Engineering",Lightning AI is the first operating system for AI. Build AI models and Lightning Apps (end to end ML systems).,2019-01-01,year,https://lightning.ai/
Ibex Medical Analytics,https://www.crunchbase.com/organization/ibex-medical-analytics,Active,For Profit,Private,$1M to $10M,11-50,"Tel Aviv-yafo, Tel Aviv, Israel",Series B,51600000,USD,51600000,"Ibex Medical Analytics was conceived when its two founders were looking for ways to apply their skills to contribute to human well-being. They were captivated with the opportunity presented by applying artificial intelligence (AI) to medicine and, in particular, the potential it holds for advancing cancer care. They decided to combine their accumulated knowledge of AI, data science, image analysis, and machine learning, and apply it to cancer diagnostics in digital pathology. Today, Ibex is a multidisciplinary team comprised of entrepreneurs, data scientists, software engineers and medical experts, working together to realize our vision: Applying AI to cancer diagnostics, striving to improve patient outcomes and quality of life.","Analytics, Artificial Intelligence, Health Diagnostics, Machine Learning",IBEX develops a product suite to improve clinical decision-making and to streamline pathology laboratory workflows.,2016-01-01,year,https://ibex-ai.com/
Plantix,https://www.crunchbase.com/organization/peat,Active,For Profit,Private,$1M to $10M,101-250,"Berlin, Berlin, Germany",Undisclosed,19785946,USD,19785946,"Plantix is the world’s most downloaded app for farmers - combining artificial intelligence and the expertise of leading research institutions around the globe. Millions of customers use Plantix in order to identify pests, diseases and nutrient deficiencies affecting their crops. For the first time in their farming life, they are able to obtain an accurate diagnosis and suitable treatment options. On top of this, Plantix provides detailed advice on how to avoid crop loss and to optimize pesticide and fertilizer use. With Plantix, we are able to make a meaningful impact in farmers’ lives and to collect unprecedented insights on smallholder farming and disease spread. Plantix has been developed by Peat GmbH  (Progressive Environmental & Agricultural Technologies), a deep learning AgTech Startup.","AgTech, Apps, Artificial Intelligence, Image Recognition","Biggest digital agro-ecosystem around small holder farming, including an AI powered crop doctor, disease alerts and the right remedies.",2015-11-12,day,https://plantix.net/
Niki,https://www.crunchbase.com/organization/niki-ai,Active,For Profit,Private,$1M to $10M,51-100,"Bangalore, Karnataka, India",Series A,6287653,USD,6287653,"With the mission statement “Nobody left behind”, Niki is ushering Bharat into the internet economy. Niki is Bharat’s very own “Full Stack Ramu Kaka"" delivering trust and service to over 150 Million customers. Niki has pioneered the Do-It-For-Me Model and it is built with the most advanced proprietary conversational technology that understands and fulfills customer's needs via voice. Its value chain has a strong supply side gatekeeping that ensures quality goods and services and is coupled with a digital and human stack that provides end to end proactive assistance to the Bharat customers. Niki is backed by US based fintech-focused fund EMVC, Unilazer Ventures, Mr. Ratan Tata, Japan’s Recruit Partners and Haresh Chawla among others.","Android, Natural Language Processing",Full Stack Ramu Kaka | Ushering Bharat into Internet Economy 2.0,2015-05-04,day,https://niki.ai
Rollbar,https://www.crunchbase.com/organization/rollbar,Active,For Profit,Private,$10M to $50M,51-100,"San Francisco, California, United States",Series B,18457279,USD,18457279,"Rollbar’s continuous code improvement platform helps development teams deploy better software, faster, and quickly recover from critical errors in their code. Rollbar enables developers to focus on continually improving their code and constantly innovating rather than spending time monitoring, investigating, and debugging. Developers instrument lightweight SDKs into their applications to capture all exceptions as they happen along with the surrounding context and details. This gives them complete visibility on every error in their application, coupled with all the important data needed to make resolution painless. Rollbar’s error grouping engine utilizes machine learning to automatically group similar errors together to reduce noise and create trustworthy alerts. Additionally, Rollbar automatically triggers workflows based on any new bugs or regressions that are detected to proactively address issues and minimize their impact till developers can get to it.","Analytics, Artificial Intelligence, Developer Tools, Internet, Machine Learning, SaaS, Software","The continuous code improvement platform. Proactively discover, predict, and remediate errors with real-time AI-assisted workflows.",2012-05-01,day,https://rollbar.com
brighter AI,https://www.crunchbase.com/organization/brighter-ai-technologies,Active,For Profit,Private,Less than $1M,11-50,"Berlin, Berlin, Germany",Series A,780063,USD,780063,"At brighter AI, we are on the mission to protect every identity in public. Our leading anonymization solutions for video data are based on state-of-the-art artificial intelligence. We were named “Europe’s Hottest AI Startup” by Nvidia and won ""The Spark - The German Digital Award"" by Handelsblatt & McKinsey. Established in 2017 within the automotive industry, we are today serving companies in various sectors and are supported by outstanding investors.","Artificial Intelligence, Cyber Security, Information Technology, Machine Learning, Privacy",Protect every identity in public.,2017-01-01,year,https://www.brighter.ai/?crunchbase=yes
Tastewise,https://www.crunchbase.com/organization/tastewise,Active,For Profit,Private,$1M to $10M,51-100,"Tel Aviv, Tel Aviv, Israel",Series A,24600000,USD,24600000,"Tastewise fuels product, sales, and marketing innovation by helping you predict how consumers cook, order, and eat. No guesswork, no outdated reports - Tastewise AI equips exceptional food and beverage brands with real-time insights. (Customers: Nestle, Coca-Cola, Campbell's, Dole, General Mills, and dozens more!) Product: Design products that delight your customers and meet their specific needs Marketing: Build marketing campaigns that speak to the right audiences Sales: Identify restaurants that need your products and supplies, and build first-mover advantage","Analytics, Artificial Intelligence, Big Data, Fast-Moving Consumer Goods, Food and Beverage, Hospitality, Predictive Analytics, Restaurants, Retail","Tastewise is a data, analytics and insights platform for restaurants, food brands and hospitality.",2018-01-01,day,https://www.tastewise.io
Badi,https://www.crunchbase.com/organization/badi,Active,For Profit,Private,Less than $1M,101-250,"Barcelona, Catalonia, Spain",Series B,46863205,USD,46863205,"Badi is an AI-powered online room rental platform that allows anyone to publish, find, and securely book rooms from anywhere in the world. Badi has created a trusted community that can easily and securely list and book unique rooms. By facilitating bookings and online safe payments through the platform. The company was founded in September 2015 by Carlos Pierre Trias de Bes, and is currently headquartered in Barcelona, Spain.","Artificial Intelligence, Mobile, Mobile Apps, Property Management, Real Estate, Rental, Rental Property","Badi is an online room rental platform that allows anyone to publish, find, and securely book rooms.",2015-09-25,day,https://www.badi.com
Apixio,https://www.crunchbase.com/organization/apixio,Active,For Profit,Private,$10M to $50M,51-100,"San Mateo, California, United States",Series D,42861252,USD,42861252,"Apixio's HCC Profiler enables health systems and insurers to more accurately and efficiently review their medical coding, to correct gaps and inaccuracies, improve financial reporting and deliver better quality care. HCC Profiler is built on an artificial intelligence platform that extracts knowledge from unstructured clinical data (text).","Analytics, Artificial Intelligence, Health Care, Information Technology",The data science company for healthcare,2009-01-01,year,http://www.apixio.com
Third Wave Automation,https://www.crunchbase.com/organization/third-wave-automation,Active,For Profit,Private,$10M to $50M,11-50,"Union City, California, United States",Series B,55000000,USD,55000000,Third Wave Automation provides cloud robotics and machine learning technology to material handling automation.,"Artificial Intelligence, Industrial Automation, Machine Learning, Robotics",Third Wave Automation provides cloud robotics and machine learning technology to material handling automation.,2018-01-01,day,https://www.thirdwave.ai/
VEDA Data Solutions,https://www.crunchbase.com/organization/veda-data-solutions,Active,For Profit,Private,$1M to $10M,51-100,"Washington, District of Columbia, United States",Series B,52200000,USD,52200000,"VEDA creates fully-automated data science and machine learning solutions to solve critical problems for health care payers and networks. The company allows businesses access to innovative data science they need in their current dashboards. Data scientists are expensive and in short supply. It was founded in 2015 and headquartered in Washington, District of Columbia.","Artificial Intelligence, Health Care, Machine Learning, Predictive Analytics",VEDA is an AI and machine learning platform to save healthcare and administrative costs.,2015-01-21,day,http://www.vedadata.com
Fathom,https://www.crunchbase.com/organization/fathom-4,Active,For Profit,Private,$1M to $10M,11-50,"San Francisco, California, United States",Venture - Series Unknown,14858610,USD,14858610,"Fathom develops a coding automation platform designed to expedite medical coding practice. Fathom leverages AI to automatically review incoming charts as well as offers full-service coding services and real-time comprehensive audit, allowing medical operators to automate their coding and optimize their business.","Artificial Intelligence, Education, Health Care, Machine Learning, Medical",Fathom develops a coding automation platform designed to expedite medical coding practice.,2016-01-01,year,https://fathomhealth.com
CloudMedx,https://www.crunchbase.com/organization/cloudmedx,Active,For Profit,Private,Less than $1M,11-50,"Palo Alto, California, United States",Non-equity Assistance,7299999,USD,7299999,"At CloudMedx, we collect and convert disparate healthcare data into a holistic, actionable view of the individual. Our aligned approached is based on integrating with existing systems, becoming an intuitive extension of the way providers, payers, and even patients collaborate. CloudMedx’s mission was born out of the near-death experience of the founder’s father as a result of a misdiagnosis. This was ultimately a symptom of an overrun system that does not function as well as it could. In order to deliver better, more accurate care, we decided to take an aligned approach; to unite healthcare across the continuum and benefit both patients, payers, and doctors. By using data as our superpower instead of an obstacle, together we can fundamentally change the future of healthcare.","Big Data, Health Care, Information Technology, Natural Language Processing, Neuroscience, Personal Health, Predictive Analytics",We collect and convert disparate data into holistic and actionable views of individuals and communities.,2015-01-01,year,http://www.cloudmedxhealth.com
MixMode,https://www.crunchbase.com/organization/mixmode,Active,For Profit,Private,Less than $1M,11-50,"Santa Barbara, California, United States",Series B,62329000,USD,62329000,"MixMode is a Cybersecurity platform powered by a cloud-native, self-learning AI with next-generation anomaly detection and predictive capabilities. MixMode ingests and monitors large data volume environments (e.g. Cloud, Enterprise, 5G) in real-time to discover zero-day threats and attacks with no signature, including those from ransomware, supply chain attacks, and insider threats on Zero Trust Architecture. MixMode can be used in the cloud or on-premise to deliver increased productivity and efficiency. MixMode’s platform is powered by its patented self-supervised AI, which includes contextual reasoning to explain why threats are highlighted for investigation. This AI is unique in requiring no rules, no intel feeds, and no historical training data in order to operate, avoiding the bias and blindspots that impact legacy systems. MixMode AI is capable of high-speed consumption of numerous big data feeds for processing in real-time and is the only DARPA-defined Third Wave AI in Cybersecurity.","Artificial Intelligence, Big Data, Cloud Security, Cyber Security, Intrusion Detection, Machine Learning, Network Security, Security",MixMode is a purpose built platform to detect threats and anomalies across any data Stream with the worlds most powerful cyber AI.,2019-01-01,year,http://www.mixmode.ai
Ripjar,https://www.crunchbase.com/organization/ripjar,Active,For Profit,Private,$1M to $10M,51-100,"Cheltenham, Gloucestershire, United Kingdom",Series B,41487468,USD,41487468,"Ripjar is a data intelligence platform company whose mission is to provide corporates and institutions with the most advanced data and analytics solutions to protect themselves in real-time from evolving risks that threaten their growth, prosperity, and value. Founded by former members of the UK’s Government Communications Headquarters (GCHQ), Ripjar develops software products that combine automation, artificial intelligence, and data visualization to help companies solve the most complex risk and security management problems at scale. Ripjar was incorporated in 2012 and is headquartered in Cheltenham, Gloucestershire.","Analytics, Artificial Intelligence, Cyber Security, Data Visualization, Natural Language Processing, Predictive Analytics, Software",Ripjar is a data intelligence company that transforms global institutions ability to manage strategic risks.,2012-01-01,year,https://ripjar.com
Hebbia,https://www.crunchbase.com/organization/hebbia,Active,For Profit,Private,Less than $1M,11-50,"New York, New York, United States",Pre-Seed,1100000,USD,1100000,,"Business Intelligence, Machine Learning, Productivity Tools",Hebbia's neural search lets you execute research 10X faster and 10X more accurately.,2020-08-14,day,http://hebbia.ai/
Matroid,https://www.crunchbase.com/organization/matroid,Active,For Profit,Private,Less than $1M,11-50,"Palo Alto, California, United States",Series B,33500000,USD,33500000,"Matroid is a computer vision company that provides a studio to create, combine, and use computer vision detectors, without programming. Its platform allows users to create computer vision detectors that recognize the people, events, and objects they are interested in, monitor television streams in real-time, send notifications about custom events on security cameras, and search visual media. Matroid was founded by Reza Zadeh in 2016 and is headquartered in Palo Alto, California.","Artificial Intelligence, Big Data, Computer Vision, Machine Learning","Matroid provides a studio to create, combine, and use computer vision detectors, without programming.",2016-01-01,day,http://matroid.com
MakerSights,https://www.crunchbase.com/organization/makersights,Active,For Profit,Private,$1M to $10M,51-100,"San Francisco, California, United States",Series B,36600000,USD,36600000,"MakerSights enables retail brands around the world to put actionable consumer data at the heart of every product decision, from informing seasonal direction to choosing the right buy depth for each SKU, so they’re able to create products that people love – without the waste generated by over-assortment and overproduction.  Founded in 2015 by Dan Leahy and Matt Field, MakerSights is currently headquartered in San Francisco with additional offices in Austin, Vancouver, and London.  Our customers include consumer-obsessed, smart-to-market brands, like New Balance, Madewell, Ralph Lauren, and Rothy’s.","Predictive Analytics, Retail Technology, Software",The only collaborative assortment management workspace enabling brands to embed consumer data throughout the product-to-market process.,2015-01-01,year,https://makersights.com
Loris,https://www.crunchbase.com/organization/loris-ai,Active,For Profit,Private,$1M to $10M,11-50,"New York, New York, United States",Series A,19139857,USD,19139857,"Loris is the one-click intelligence layer for fast-growing digital companies that integrates with leading customer service platforms - such as Zendesk, Salesforce, and LivePerson - to assist customer support agents in real-time for better conversation outcomes and generates voice of customer insights.   Loris is headquartered in New York City and also has an office in Tel Aviv, Israel.","Artificial Intelligence, Computer, Customer Service, Machine Learning, SaaS",Loris provides a one-click intelligence layer for digital companies providing support for customer service conversations in real-time.,2018-01-01,year,https://www.loris.ai/
Auditoria.AI,https://www.crunchbase.com/organization/auditoria,Active,For Profit,Private,$1M to $10M,11-50,"San Jose, California, United States",Series A,21500000,USD,21500000,"Auditoria is improving compliance using leading-edge artificial intelligence and machine learning technology. It is a provider of ai-driven automation solutions for finance teams, Engineering Capital and Firebolt Ventures. Its flagship offering, leverages natural language processing, artificial intelligence, and machine learning to remove friction and repetition, automate finance back office business processes, and deliver cutting-edge real-time predictive analytics to enterprise finance and accounting teams.","Artificial Intelligence, Finance, FinTech, Machine Learning, SaaS, Software",Auditoria is a saas provider of ai-driven cognitive automation to help companies accelerate cash performance and transform the back office.,2019-01-01,year,https://www.auditoria.ai
Netbase Quid,https://www.crunchbase.com/organization/netbase-quid,Active,For Profit,Private,$10M to $50M,251-500,"Santa Clara, California, United States",Series E,24000000,USD,24000000,"Netbase Quid is a consumer and market intelligence platform. The company provides real-time and accurate Social Media Analytics solutions that help businesses grow. Its advanced Natural Language Processing technology is capable of understanding and classifying complex language to ensure businesses are making decisions based on highly accurate data. Netbase Quid enables marketing, public relations, market research, customer service, sales, and product innovation leaders to create winning strategies faster.","Analytics, Artificial Intelligence, Data Mining, Natural Language Processing, Software",Netbase Quid is a consumer and market intelligence platform that provides real-time and accurate Social Media Analytics solutions.,2004-01-01,year,https://netbasequid.com
Kira Systems,https://www.crunchbase.com/organization/kira,Active,For Profit,Private,$1M to $10M,101-250,"Toronto, Ontario, Canada",Series A,65000000,CAD,49335676,"Kira Systems is a machine learning software that identifies, extracts, and analyzes text in contracts and other documents. Kira Systems is a provider of contract review and analysis software, helping the world’s largest corporations and professional service firms uncover relevant information from unstructured contracts and related documents. Kira is powerful, patented, award-winning software that excels at searching and analyzing contract text and can be deployed for due diligence, knowledge management, lease abstraction, regulatory compliance and other projects where visibility into contract provisions is critical. Using Kira Quick Study, anyone can train additional models that can accurately identify virtually any desired clause.  The company was founded by Alexander Hudek and Noah Waisberg in 2010.","Analytics, Artificial Intelligence, Document Management, Information Technology, Legal, Machine Learning, Software, Text Analytics","Kira Systems is a machine learning software that identifies, extracts, and analyzes text in contracts and other documents.",2011-01-01,year,https://kirasystems.com/
Seamless.AI,https://www.crunchbase.com/organization/seamless-contacts,Active,For Profit,Private,$10M to $50M,251-500,"Columbus, Ohio, United States",Seed,300000,USD,300000,"Seamless.ai provides a sales automation software intended to organize contacts and make them universally accessible and useful. Artificial intelligence that finds perfect email addresses, phone numbers and insights for all professionals powers its sales automation software, enabling users to automate their process of list building, contact research, data entry, and other forms of busy work that is necessary for sales.","Artificial Intelligence, Information Technology, Machine Learning, Sales Automation, Software",Seamless.ai provides a sales automation software intended to organize contacts and make them universally accessible and useful.,2015-01-01,year,http://www.seamless.ai/
Omneky,https://www.crunchbase.com/organization/omneky,Active,For Profit,Private,Less than $1M,11-50,"San Francisco, California, United States",Seed,3000000,USD,3000000,Omneky utilizes state-of-the-art deep learning to personalize advertising creative across all digital channels. Our machine learning algorithms analyze what designs and messaging are resonating with prospective customers and use these insights to generate ads most likely to drive engagement.,"Advertising, Analytics, Artificial Intelligence, Computer Vision, Content, Information Technology, Machine Learning, Personalization, Predictive Analytics, Software",Omneky utilizes state-of-the-art deep learning to personalize experiences across all digital channels.,2018-05-01,month,https://www.omneky.com
Journey Foods,https://www.crunchbase.com/organization/journey-foods,Active,For Profit,Private,Less than $1M,1-10,"Austin, Texas, United States",Seed,2505000,USD,2505000,"Journey Foods is a bold, machine learning-powered software platform for food companies. The company builds enterprise technology that improves product monitoring and development for CPG companies, ingredient suppliers, and manufacturers. With a focus on saving companies money and time, Journey Foods' tools accelerate innovation to improve their decision-making and operations with AI nutrition and supply chain insights embedded in integrative software.   Journey Foods IO software enables food companies to quickly grow from new ideas, or new improvement, to commercialization by configuring desired consumer preferences, generating improved product formulations through ingredient tagging, receiving automated compliance and supply chain insights on nutrition and sustainability indicators, and seamless integrations to global ERP tools. The JourneyAI industry 4.0 solution gives management teams significantly faster data to make better strategic decisions and increase the ease of monitoring products for the 3 trillion dollar packaged foods market.    The Journey Foods database retains an extensive and standardized database to extract data from millions of ingredients for algorithms to dynamically analyze and methodically recommended optimized portfolio recommendations based on pricing, supply chain, and nutrition parameters. To date, the company has established a database comprised of over 1 billion ingredient insights and learnings from our in-house prototyping product ‘Journey Bites’.","Artificial Intelligence, Data Visualization, Food Processing, Industrial Automation, Machine Learning, Nutrition, SaaS, Snack Food, Software, Supply Chain Management",Journey Foods solves food science and supply chain inefficiencies with enterprise software to help companies feed 8 billion people better.,2018-01-01,day,http://journeyfoods.io
Deep North,https://www.crunchbase.com/organization/deep-north,Active,For Profit,Private,$1M to $10M,51-100,"Foster City, California, United States",Series A,50400000,USD,50400000,"Deep North is a computer software company that enables enterprises to understand consumer behavior in physical environments using deep learning and AI-based video analytics. Its technology lets shopping malls, retail stores, and transportation hubs reclaim consumer traffic to create better customer experiences. Deep North was founded in 2016 and is headquartered in	Foster City, California.","Analytics, Artificial Intelligence, Big Data, Information Technology",Deep North is an Analytics and AI company focused on providing insights for the physical world.,2016-01-01,year,https://www.deepnorth.com
Cyclone Robotics,https://www.crunchbase.com/organization/cyclone-robotics,Active,For Profit,Private,,501-1000,"Shanghai, Shanghai, China",Series C,191443960,USD,191443960,"Hongsheng Information Technology Co., Ltd. is committed to building the strongest digital employee software products in China, providing enterprises with digital labor with artificial intelligence, which helps enterprises improve business operation efficiency and quality, and significantly reduce personnel costs and system construction costs. The company's main business is to develop and sell artificial intelligence software products with independent copyright and intellectual property rights - digital employees, and provide industry integrated solutions for industry users. In the fields of finance, insurance, retail, medical, science and technology, Hongsheng Information is the first company in China to launch industry solutions based on “digital employee” products, and these programs are in a large state-owned bank, a foreign-owned home appliance company, and some Listed technology companies, a car retail leader have been practiced and applied, and won the general praise of customers.","Artificial Intelligence, Robotics, Software",Cyclone Robotics is a software technology company that offers robotic process automation software and solutions.,2015-06-01,day,http://www.cyclone-robotics.com
OCR Labs,https://www.crunchbase.com/organization/ocr-labs,Active,For Profit,Private,,11-50,"Sydney, New South Wales, Australia",Series B,45000000,USD,45000000,"OCR Labs enables next generation frictionless experiences in onboarding and information processing across multiple channels with our development services and tools such as our groundbreaking Optical Character Recognition for identity documents and advanced Facial Recognition technology. OCR Labs is a Digital ID business, providing frictionless customer on-boarding, data security and protection against fraud across multiple channels. OCR Labs’ patented technology and accredited biometric solution offers a fast and frictionless digital identity verification - saving businesses millions in fraud loss. Our technology uses Optical Character Recognition for verifying identity documents and Advanced Facial Matching Technology using liveness detection and biometric digital verification. The proprietary technology has been adopted by organisations both in highly-regulated industries such as banking, finance, insurance and government bodies as well as commercial entities including telco, ecommerce and real estate. Since launching in 2018, OCR Labs is now viewed as a world leader in the digital ID verification space. Headquartered in Sydney, Australia, OCR Labs have developed a global footprint, opening a second office based in London, UK.  Find out more about how OCR Labs can protect customers and organisations against the increasing risk of fraud and identity theft whilst providing frictionless customer onboarding for access to in-person and digital services at OCRLabs.com.","Artificial Intelligence, Fraud Detection, Identity Management, Information Technology, Mobile, Software, Software Engineering","OCR Labs is a Digital ID business, providing frictionless customer on-boarding, data security and fraud protection across multiple channels.",2014-01-01,year,http://ocrlabs.com
Alife,https://www.crunchbase.com/organization/alife-health,Active,For Profit,Private,,11-50,"San Francisco, California, United States",Series A,31500000,USD,31500000,"Alife develops artificial intelligence tools to assist physicians in increasing a patient's chances of pregnancy success. The company has a mission of helping people have healthy children and connects fertility specialists to patients to assists with IVF. Alife Health was founded in 2020 by Paxton Maeder-York and is headquartered in San Francisco, California, United States.","Artificial Intelligence, Health Care, Machine Learning, Software",Alife develops artificial intelligence tools to assist physicians in increasing a patient's chances of pregnancy success.,2020-01-01,year,https://www.alifehealth.com
ISEE,https://www.crunchbase.com/organization/isee-c0f5,Active,For Profit,Private,$10M to $50M,51-100,"Cambridge, Massachusetts, United States",Series A,17736986,USD,17736986,"ISEE is an autonomous driving technology company building advanced AI to modernize the global supply chain. ISEE autonomous yard trucks are helping customers like Maersk, Lazerspot, and Fortune 100 retail companies automate their logistics hubs and achieve even greater yard safety, cost savings, consistent driving performance, and reliable driving capacity. With proprietary technology that anticipates unexpected behavior better than any other solution on the market, ISEE is poised to become a leader in the $100B global autonomous yard truck market.","Artificial Intelligence, Automotive, Autonomous Vehicles, Machine Learning",We’re an autonomous driving technology company building advanced AI to modernize the global supply chain.,2017-01-01,year,http://isee.ai
Merantix,https://www.crunchbase.com/organization/merantix,Active,For Profit,Private,Less than $1M,51-100,"Berlin, Berlin, Germany",Seed,37548634,USD,37548634,"Merantix is a pioneering platform for commercializing AI in industry. They conceptualize, build, and scale machine learning companies through their unique incubation environment which is built on trust in their brand, technological synergies across use cases and relentless product focus. Their ventures target domains that today depend heavily on human decision making to address complex problems. This includes a system to automate breast cancer screening, a testing platform for self-driving cars as well as an engine for automated trading. In close collaboration with leading European industry players, they are currently incubating three companies which will soon become independent businesses. However, they are growing beyond their current portfolio. Within their dedicated MX Labs unit they are constantly exploring AI use cases in new and adjacent industries together with their partners. They are growing fast and looking to expand their Berlin based team of outstanding software engineers, machine intelligence engineers, and entrepreneurs.","Artificial Intelligence, Big Data, Health Care, Health Diagnostics, Machine Learning, Predictive Analytics, Software",Merantix is a research lab and venture studio in the space of artificial intelligence.,2016-03-01,month,http://merantix.com
Oculii,https://www.crunchbase.com/organization/oculii,Active,For Profit,Private,$1M to $10M,51-100,"Dayton, Ohio, United States",Venture - Series Unknown,76078200,USD,76078200,"Oculii is creating a next-generation AI software platform for radars that’s exponentially higher resolution, longer range, more accurate, and less expensive than conventional solutions – increasing safety and reliability. The promise of autonomous vehicles depends on high-performance, all-weather, low-cost and scalable perception technology, and Oculii is bringing it to the world.  Oculii's AI software amplifies the resolution of any radar platform, enabling high performance perception for the next generation of autonomous systems. Traditional phased array radars have been used for decades and follow a strict size for performance tradeoff - the larger the sensor aperture, the higher the angular resolution. Oculii’s Virtual Aperture Imaging radar technology fundamentally breaks this tradeoff - enabling its sensors to trade increased compute/processing for angular resolution enhancement with the same physical aperture. Leveraging this technique enables Oculii sensors to extract unprecedented accuracy, range, and 4D positioning information from commodity off the shelf low-cost radar elements, bringing high resolution radar imaging to the next frontier.  Oculii is backed by some of the top investors and corporations from Silicon Valley, and is working with the leaders in Self Driving Vehicles, Robotics, and Drones - helping them deliver on an autonomous future with an advanced, robust, affordable perception platform.","Artificial Intelligence, Automotive, Machine Learning, Sensor, Software",Oculii develops AI Radar Perception Software that significantly enhances ADAS today and enables full autonomous driving in the future.,2015-01-01,year,http://www.oculii.com
Prescinto,https://www.crunchbase.com/organization/prescinto,Active,For Profit,Private,,11-50,"Ahmedabad, Gujarat, India",Seed,5297311,USD,5297311,"Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation. Prescinto's AI-powered platform collects your plant data, applies data science models to identify causes for underperformance, and suggests work orders to plant crew to increase generation.","Artificial Intelligence, Machine Learning",Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,2016-04-01,month,https://prescinto.ai
Impira,https://www.crunchbase.com/organization/impira,Active,For Profit,Private,$1M to $10M,11-50,"San Francisco, California, United States",Series B,32300000,USD,32300000,"At Impira, we empower people to focus on their superpowers by automating away the routine. Millions of people spend hours each day rekeying data from documents, cataloging files, and searching for images. Our product allows nontechnical users to extract clean and structured data from files using artificial intelligence, making these processes instant and automatic. In just a few minutes you can drag & drop files into the product, label a few examples, and sit back & relax while Impira takes care of the rest. We’re proud to not only meaningfully impact companies’ bottom line but also boost employee morale and creativity with our product.","Artificial Intelligence, Enterprise Software, SaaS","Impira is automating routine tasks, empowering people to spend more time doing meaningful work.",2017-07-01,month,https://www.impira.com
