Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
Knight Aerospace,https://www.crunchbase.com/organization/knight-aerospace,Active,For Profit,Private,,11-50,"San Antonio, Texas, United States",,,,,"Deployed in over 30 countries, Knight Aerospace leads the industry in the design, manufacture, and customization of modules, pallets, and more for military cargo aircraft.  Almost 30 years ago, our founder Alfred Knight had a big idea: to set a new standard of excellence among aerospace suppliers.  In 2014, we separately founded Knight Aerospace Medical Systems, LLC to focus on Medevac. Headquartered in San Antonio, Texas, we proudly operate from the large technology campus of Port San Antonio. Knight Aerospace sets the industry standard for specialty air transportation solutions, serving customers around the world. We want to earn your business.","Aerospace, Manufacturing",Knight Aircraft is a global aerospace manufacturer of cargo palletized systems and roll-on/roll-off medical modules.,1992-01-01,year,https://knightaerospace.com/
Schiebel,https://www.crunchbase.com/organization/schiebel,Active,For Profit,Private,$100M to $500M,101-250,"Vienna, Wien, Austria",Grant,50000,EUR,55246,"Founded in 1951, the Schiebel Group of companies focuses on the development, testing and production of state-of-the-art mine detection equipment and the revolutionary CAMCOPTER® S-100 Unmanned Air System (UAS). Schiebel has built an international reputation for producing quality products, backed by exceptional after-sales service and support. Launched in 2010, Schiebel’s composite division supplies customers with high-end carbon fiber technology. All products are quality-controlled to meet ISO 9001 standards. Schiebel maintains offices and production facilities in Vienna (Austria), Wiener Neustadt (Austria), as well as offices in Abu Dhabi (UAE), Manassas, VA (USA) and Phnom Penh (Cambodia). ","Aerospace, Air Transportation, Space Travel",Schiebel is a Vienna-based aviation company.,1951-01-01,year,https://schiebel.net/
Canadian UAVs,https://www.crunchbase.com/organization/canadian-uavs,Active,For Profit,Private,,,"Calgary, Alberta, Canada",Grant,415000,USD,415000,,"Aerospace, Automotive",Canadian UAVs mission is to accelerate the adoption of unmanned systems as a replacement for manned aviation.,2015-01-01,year,https://canadianuavs.ca/
Pluto Aerospace,https://www.crunchbase.com/organization/pluto-aerospace,Active,For Profit,Private,,1-10,"West Lafayette, Indiana, United States",Pre-Seed,30000,USD,30000,,Aerospace,Pluto Aerospace develops launch vehicle platforms for rapid economical and reliable access to suborbital flight environments.,2021-01-01,year,https://plutoaerospace.com/
NextCheck,https://www.crunchbase.com/organization/nextcheck,Active,For Profit,Private,,1-10,"St. John's, Newfoundland, Canada",Pre-Seed,25500,USD,25500,"Nextcheck is a cloud based maintenance tracking software for aircraft, the application automates the flight data entry process to reduce errors while providing a summary of aircraft component status in real time that can easily be shared with co owners or within commercial operations. Our mission is to revolutionize the flight data entry & maintenance tracking process in aviation.","Aerospace, Apps, Information Technology, Software",Nextcheck is a cloud based maintenance tracking software for aircrafts.,2020-01-01,year,https://nextcheck.app/
Akrobotix,https://www.crunchbase.com/organization/akrobotix,Active,For Profit,Private,,1-10,"Manlius, New York, United States",Grant,474996,USD,474996,"Akrobotix is a research and product development startup focusing on autonomous systems and robotics technology for space, air, land and sea applications.","Aerospace, Artificial Intelligence, Software",Akrobotix is a research and product development startup.,2017-01-01,year,https://agcs.akrobotix.com/
Eezee,https://www.crunchbase.com/organization/eezee-pte-ltd,Active,For Profit,Private,Less than $1M,11-50,"Singapore, Central Region, Singapore",Seed,,,,"Singapore’s first & largest industrial marketplace that connects local suppliers to corporate clients, leveraging technology to help both parties make informed decisions.The company offers a secure platform for buyers and sellers to transact. Our aim is to improve the efficiency of business to business (B2B) transactions. We do this by ensuring that the process of selecting and purchasing your supplies becomes quicker, more convenient and transparent. We support local suppliers in establishing their presence online, enabling them to be discovered by corporate organisations.","Aerospace, Civil Engineering, Construction, E-Commerce Platforms, Industrial Engineering, Procurement, Supply Chain Management","At Eezee, we aim to streamline the lengthy and tedious procurement process with the use of technology.",2016-04-07,day,https://eezee.sg/
Luz WaveLabs,https://www.crunchbase.com/organization/luz-wavelabs,Active,For Profit,Private,Less than $1M,1-10,"Madrid, Madrid, Spain",Grant,900000,EUR,1160846,Luz WaveLabs has developed a technology that is able to provide a signal quality more than one million times better than the best equivalent THz system in the market.,"Aerospace, Hardware, Manufacturing, National Security, Oil and Gas",Luz WaveLabs makes Photonic and specially Terahertz systems.,2013-06-28,day,https://luzwavelabs.com
Atmos,https://www.crunchbase.com/organization/atmosuav,Active,For Profit,Private,Less than $1M,11-50,"Valkenburg, Zuid-Holland, The Netherlands",Seed,,,,"Our passionate team is driven by the desire to advance new technologies which empower industries to plan for the future with accuracy and precision. We specialise in high quality, industry standard surveying and mapping VTOL drones, capable of operating in even the roughest weather conditions.","Aerospace, Agriculture, Construction, Drone Management, Drones, Geospatial, Industrial, Manufacturing, Robotics, Smart Cities","Atmos designs and manufactures high quality, industry standard mapping VTOL drones, capable of operating in the roughest weather conditions.",2013-01-01,year,http://www.atmosuav.com
Neat,https://www.crunchbase.com/organization/neat-6f6a,Active,For Profit,Private,Less than $1M,11-50,"Rome, Lazio, Italy",Grant,50000,USD,50000,"NEAT is an independent design and development company, with extensive experience in creating exclusive HW and SW solutions for mission and safety critical and high-performance applications, offering highly specialized engineering services for customers who play a major role in avionics, aerospace, railway and industrial markets. NEAT’s background relies on HPCN. All the key persons come from major Research Organization with an academic curriculum and a specific on HPC (HW, SW, and applications). NEAT exploits specific and certifiable design-flows, which respect the strictest criteria required by the safety regulations (CEI/IEC SIL - level 4 and DO178C/254 - level A) and the highest quality standards (ISO 9001:2008, IRIS, ISO 9100:2009). Moreover NEAT has considerable know-how both in the standard development and certification process of railway applications (EN 50126/50128/50129/50159, IEC 61508). The products delivered by NEAT assure total reliability even in harsh environments and thus meet the required safety standards. In addition, NEAT provides its own 2oo2 HW/SW platform, geminix2.0, together with a complete suite of Software Development Tools, enabling the implementation of safety-critical and/or high reliability embedded applications, certifiable with levels of safety integrity up to SIL 4. NEAT has solid, extensive experience in the HW/SW co-design, the development of real-time S/W applications and the use of programmable logical devices. NEAT adopts the most advanced techniques for the simulation, design, development testing and qualification of its products (MDD, DfT, WSS and FIT). NEAT has, in addition, developed other tools for Defensive Programming, H/W, and S/W Integration Automatic Test, Finite State Machine Verification, Safety Critical Data Preparation.","Aerospace, Consumer Electronics, Industrial Engineering, Information Technology, Manufacturing, Software",Neat is an independent design and development company.,2008-01-01,year,http://www.neat.it/NEAT_EN/index.php
BDK Electronics,https://www.crunchbase.com/organization/bdk-electronics,Active,For Profit,Private,,51-100,"Beijing, Beijing, China",Angel,3000000,CNY,488436,,"Aerospace, Consumer Electronics, Manufacturing",BDK Electronics manufactures cable TV network products and equipment for radio & TV.,1971-05-01,day,http://www.bdkcn.cn/
Nanocerox,https://www.crunchbase.com/organization/nanocerox,Active,For Profit,Private,$1M to $10M,11-50,"Ann Arbor, Michigan, United States",Grant,2650000,USD,2650000,"Nanocerox, Inc. produces mixed-metal oxide spherical nanopowders. The company offers indium tin oxide, spinel, and yttrium aluminum garnet nanopowders. Its products have applications in various areas, including military armor, paint pigments, lighting components, and sensors.  The company was founded in 1996 under the name TAL Materials and changed its name to Nanocerox, Inc. in 2004. Nanocerox, Inc. is based in Ann Arbor, Michigan.","Aerospace, Chemical, Manufacturing","Nanocerox produces mixed-metal oxide spherical Nano powders that applies in military armors, lighting components, and sensors.",1996-01-01,year,http://www.nanocerox.com
Advanced Innovative Engineering,https://www.crunchbase.com/organization/advanced-innovative-engineering,Active,For Profit,Private,$1M to $10M,11-50,"Lichfield, Staffordshire, United Kingdom",Grant,743674,EUR,829825,"AIE specializes in the design and development of Wankel-type rotary engines for aerospace, automotive and marine applications. Using cutting-edge engineering and manufacturing processes, AIE creates high power-to-weight ratio propulsion systems that are reliable, versatile and deliver low total-cost-of-ownership for civil and defence markets.   AIE´s patented SPARCS is a revolutionary liquid-cooling system which offers better thermal balancing extending the life of the engine and its components. The company´s vision is to engineer high-quality products that are designed without compromise, and simple to operate and maintain.","Aerospace, Automotive, Marine Transportation","AIE specializes in the design and development of Wankel-type rotary engines for aerospace, automotive and marine applications.",2012-01-01,year,http://www.aieuk.com/
Palu Srl,https://www.crunchbase.com/organization/palu-srl,Active,For Profit,Private,Less than $1M,1-10,"Lomazzo, Lombardia, Italy",Grant,1672715,EUR,1784941,"Palu Innovation is a young, ambitious and innovative Italian startup that provides guidance solutions to improve safety of Rotorcrafts (manned and unmanned) during approach and landing operations, especially in critical situations. The company was founded in 2014 by a small leading team with a broad expertise in helipads equipment research and development and is now part of AEI (Associazione Elicotteristica Italiana).","Aerospace, Infrastructure, Mechanical Engineering, Software, Technical Support",Palu Srl is an Italian startup that gives guidance solutions to improve safety of Rotorcrafts during approach and landing operations.,2014-01-01,year,http://paluinnovation.com/
Orbitare,https://www.crunchbase.com/organization/orbitare,Active,For Profit,Private,,1-10,"Zürich, Zurich, Switzerland",Grant,71429,EUR,81868,Orbitare provied a personal satellite communication system to stay connected.,Aerospace,Orbitare provied a personal satellite communication system to stay connected.,2017-01-01,year,http://www.orbitare.space/
WHOLE SMART,https://www.crunchbase.com/organization/whole-smart,Active,For Profit,Private,,,"Foshan, Guangdong, China",Series A,13000000,CNY,1909900,,"Aerospace, Information Services, Information Technology",WHOLE SMART provides a communication technology platform.,2014-10-01,day,http://www.whole-smart.com/
M Aerospace RTC,https://www.crunchbase.com/organization/m-aerospace-rtc,Active,For Profit,Private,,11-50,"Austin, Texas, United States",Undisclosed,150000,USD,150000,"M Aerospace RTC is an Aerospace Company focused on developing the next generation of large scale metal 3D printers. They specialize in metal 3D printing technology and services, offering a wide range of metal materials, material combinations, and the capacity to produce huge pieces. M Aerospace RTC is headquartered in Austin, Texas and was founded in 2018.","3D Printing, Aerospace, Mechanical Design",M Aerospace RTC is an Aerospace Company focused on developing the next generation of large scale metal 3D printers.,2018-08-24,day,https://maerospacertc.com/
Eviation Aircraft,https://www.crunchbase.com/organization/eviation-aircraft,Active,For Profit,Private,$1M to $10M,101-250,"Qadima, HaMerkaz, Israel",Grant,,,,"With the goal of making clean regional air travel accessible for all, Eviation, a global manufacturer of all-electric air mobility solutions, is tackling one of the world’s dirtiest industries - aviation - with a zero-emissions solution, it’s Alice aircraft. Since its launch in June 2017, Eviation has been aggressively moving ahead with strategic partners to develop, design and manufacture the first all-electric propulsion aircraft. READ MORE: The Alice, which debuted at the 52nd Paris Air Show in June 2017, leverages an IP portfolio that includes thermal management and autonomous landing, as well as distributed electric propulsion, industry-leading battery technology, and cutting-edge composite body frames capable of carrying up to 9 passengers on a single charge for 650 miles. Because it is already compliant with existing FAA regulations and boasts incredible cost cuts in terms operational lifetime, the Alice is primed to make regional air travel emissions-free and fully electric. In 2018, Eviation established U.S. headquarters in Prescott, Arizona to expand operations as it targets the U.S. as a lucrative market for its electric commuter aircraft.  Eviation is pioneering accessible sustainable air travel that will power the future of regional transit.","Aerospace, Enterprise, Transportation","Eviation is developing electric aircraft in an effort to make e-aviation a fast, competitive, sustainable solution for on-demand mobility.",2015-01-01,year,https://www.eviation.co/
Anneal,https://www.crunchbase.com/organization/anneal,Active,For Profit,Private,,1-10,,Pre-Seed,350000,GBP,474092,"Anneal's objective is to make engineering process more workable. We do this by building software that helps engineering teams communicate, collaborate, and better utilise their technical knowledge.","Aerospace, Artificial Intelligence, Collaboration, Enterprise Software, Machine Learning, Mechanical Engineering, Software","Transforming the way in which the world's hardware teams communicate, collaborate, and manage technical knowledge.",2020-11-23,day,https://www.anneal.co.uk
Avitalent Group,https://www.crunchbase.com/organization/avitalent-group,Active,For Profit,Private,,11-50,"Beijing, Beijing, China",Series A,13000000,CNY,2105033,,"Aerospace, Professional Services, Service Industry",Avitalent Group specializes in providing international aviation services.,2014-01-01,year,http://www.avitalent.net/
Launchspace,https://www.crunchbase.com/organization/launchspace-0551,Active,For Profit,Private,,11-50,,Equity Crowdfunding,329254,USD,329254,"Launchspace Technologies Corporation has the unique capability of using space-based sensor satellites to detect and track orbital debris that is smaller than currently possible. Our orbital debris remediation spacecraft removes small orbital debris that can damage or destroy satellites and make spaceflight unsafe for astronauts and the International Space Station (ISS). With safety and security being of the utmost importance, our sensor satellite solution and orbital debris remediation spacecraft provide protection capabilities to our space-based national security satellites from being hit by orbital debris or other satellites and provide warnings about the threat of attack by our adversaries.","Aerospace, Space Travel","Launchspace has patented solutions to remove orbital debris that threatens astronauts, satellites and the International Space Station.",2016-01-01,year,https://launchspacetechnologies.com/
Dares Technology,https://www.crunchbase.com/organization/dares-technology,Active,For Profit,Private,,11-50,"Castelldefels, Catalonia, Spain",Grant,50000,EUR,53846,"Dares Technology is an aviation and aerospace company that offers ground motion measurements and mapping products using radar satellite images.  The company provides high quality and affordable ground motion measurements, mainly to mining, oil & gas and infrastructure industry. It is a  group of worldwide recognized experts in radar imagery processing. ","Aerospace, Infrastructure, Mining, Oil and Gas, Satellite Communication",Dares Technology is an aviation company that offers ground motion measurements and mapping products using radar satellite images. ,2015-01-01,year,http://dares.tech/
Emtech Global,https://www.crunchbase.com/organization/emtech-global,Active,For Profit,Private,Less than $1M,11-50,"Athens, Attiki, Greece",Grant,50000,USD,50000,"Emtech Global is a company that focuses on space ground segment software. Since 2009, EMTech has been actively involved with spacecraft operational simulators. The company has been awarded by ESA with projects targeting to parallelization and performance optimization of the simulation infrastructure software that ESA/ESOC utilizes for both training and mission-specific purposes.","Aerospace, Industrial Automation, Industrial Engineering, Software, Software Engineering, Space Travel",Emtech Global is a company that focuses on space ground segment software.,2008-01-01,year,http://www.emtech.global/
Axion Ray,https://www.crunchbase.com/organization/axion-d1cc,Active,For Profit,Private,,11-50,,Seed,,,,AI platform & predictive digital thread for engineering program management. Currently in stealth mode until public launch in Q4 2021. Axion enables leaders to help their teams do what they do best: creative work.,"Aerospace, Artificial Intelligence, Automotive, Electronics, Machine Learning",Engineering program management powered by R&D AI optimization system. Stealth mode.,2021-01-01,year,https://www.axionray.com/
NanoCnet,https://www.crunchbase.com/organization/nanocnet,Active,For Profit,Private,$1M to $10M,1-10,"Waterloo, Ontario, Canada",Grant,35000,CAD,27146,"NanoCnet Ltd. is a Waterloo-based startup company established in 2016 to manufacture silver nanostructure ink and transparent conductive film. NanoCnet introduces a new generation of nanomaterials for flexible transparent electrodes. Highly transparent electrodes with high electrical conductivity and thermal stability can be fabricated using NanoCnet’s silver based ink. Compared to typical silver nanowire, synthesis process of NanoCnet’s nanomaterial is faster and happens at room temperature which is essential for low-cost manufacturing. The material cost of NanoCnet’s electrodes is 30% lower than typical silver nanowires and 50% lower than ITO films. The unique properties of NanoCnet’s electrodes make them a suitable option for device applications such as touch panels, solar cells, displays, and smart windows.","Aerospace, Electronics, Nanotechnology",NanoCnet introduces a new generation of nanomaterials for flexible transparent electrodes.,2016-01-01,day,http://nanocnet.com/
FDM Digital Solutions,https://www.crunchbase.com/organization/fdm-digital-solutions,Active,For Profit,Private,Less than $1M,1-10,"Burnley, Lancashire, United Kingdom",Seed,1160000,GBP,1837558,"A 3D printing company that services the requirements of our clients across various industries, including but not limited to Medical, architecture, motorsport, Aerospace, Nuclear, Art & Sculpture and General Design Prototyping businesses by providing","3D Printing, Aerospace, Manufacturing, Medical","FDM Digital Solutions manufactures thermoplastic functional parts for modeling, prototyping, manufacturing tools, and end-use parts.",2013-01-01,year,http://www.fdmdigitalsolutions.co.uk
Aeroflux Braking Systems,https://www.crunchbase.com/organization/aeroflux-braking-systems,Active,For Profit,Private,,1-10,"Toronto, Ontario, Canada",Seed,20000,USD,20000,,Aerospace,"An aerospace startup developing wear-free magnetic aircraft brakes for business, commuter, and commercial aircraft.",2019-01-01,year,https://aerofluxbrakes.com/
"Miles Space, Inc.",https://www.crunchbase.com/organization/miles-space-inc,Active,For Profit,Private,,1-10,"Tampa, Florida, United States",Non-equity Assistance,100000,USD,100000,,Aerospace,Miles Space is an Aerospace company providing the future of communications and propulsion for space exploration.,2016-05-04,day,https://miles-space.com/
Rokubun,https://www.crunchbase.com/organization/rokubun,Active,For Profit,Private,Less than $1M,1-10,"Barcelona, Catalonia, Spain",Grant,50000,EUR,55958,"Rokubun (from the Japanese word for Sextant, 六分儀 or 'Rokubungi') is a R&D company established in 2015 after being awarded by the European Space Agency (ESA) incubator programme. They are focused on research and developing accurate and innovative navigation solutions targeted to the mobile market and, in particular, to V2X technologies: Vehicle to Infrastructure (V2I) and Vehicle to Vehicle (V2V).","Aerospace, GPS, Incubators, Navigation",Rokubun is a company developing navigation solutions for the mobile and V2X market,2015-01-01,year,http://rokubun.cat/
Maisha Technologies,https://www.crunchbase.com/organization/maisha-technologies,Active,For Profit,Private,,1-10,"Addis Ababa, Adis Abeba, Ethiopia",Grant,150000,USD,150000,Maisha Technologies is a drone design company. Maisha Technology is startup that builds a tech-based solutions for healthcare-related social issues.,"Aerospace, Health Care",Maisha Technologies is a drone design company.,2016-01-01,day,http://www.maishaethiopia.com/
Mapaero,https://www.crunchbase.com/organization/mapaero,Active,For Profit,Private,,51-100,"Pamiers, Midi-Pyrenees, France",Grant,71429,EUR,85652,"MAPAERO develops, manufactures and markets aircraft coatings according to its customers specifications, with a specialty on water-based and other environmentally friendly advanced coatings.","Aerospace, Air Transportation, Manufacturing","MAPAERO develops, manufactures and markets aircraft coatings according to its customers specifications, with on water-based and coatings.",1991-01-01,year,https://mapaero.com/en/
Autonomous Flight,https://www.crunchbase.com/organization/af,Active,For Profit,Private,Less than $1M,11-50,"Sevenoaks, Kent, United Kingdom",Series A,5000000,GBP,6951521,,"Aerospace, Industrial Manufacturing, Manufacturing, Transportation",Autonomous Flight designs and manufactures electric VTOL aircraft for the city and inter-city-based transportation.,2017-01-01,year,https://autonomousflight.com
EnCo Software,https://www.crunchbase.com/organization/enco-software,Active,For Profit,Private,Less than $1M,51-100,"Munich, Bayern, Germany",Grant,50000,USD,50000,"EnCo Software is a consulting and software systems house for the industries automotive, plant engineering, rail and aerospace engineering, headquartered in Munich.","Aerospace, Consulting, Industrial Engineering, Software","EnCo Software is a German consulting and software systems house for the industries automotive, plant engineering, rail, and aerospace.",2005-01-01,year,http://www.enco-software.com
DSC Trading,https://www.crunchbase.com/organization/dsc-trading,Active,For Profit,Private,$10M to $50M,1-10,"Pembroke Pines, Florida, United States",Debt Financing,12001910,USD,12001910,"They are a diverse supplier that supplies expendable and consumable aviation related parts to airlines, maintenance facilities, and parts distributors worldwide.  The company was founded in 2013 and based in Pembroke Pines, Florida.","Aerospace, Delivery","DSC Trading upplies expendable and consumable aviation related parts to airlines, maintenance facilities and parts distributors worldwide.",2013-01-01,year,https://www.dsctrading.com/
CheckTheQ,https://www.crunchbase.com/organization/checktheq,Active,For Profit,Private,,1-10,"St Louis, Missouri, United States",Seed,50000,USD,50000,,"Aerospace, Information Services, Information Technology",CheckTheQ offers live-updating data reports to reduce wait times and shorten airport security lines.,2016-01-01,year,https://checktheq.com
IMA Materialforschung und Anwendungstechnik,https://www.crunchbase.com/organization/ima-materialforschung-und-anwendungstechnik,Active,For Profit,Private,$10M to $50M,251-500,"Dresden, Sachsen, Germany",Grant,1153250,EUR,1290675,"IMA Materialforschung und Anwendungstechnik Dresden (IMA Dresden) develops and performs customized testing of all types of materials and components. Here you will find comprehensive engineering competence in issues of stability, function, and reliability. From IMA's unique position in research and industry, the company can provide support throughout the entire product development process, helping you to verify your product's durability, function, and safety. The focal point of our business is the design, performance, and evaluation of certification and development tests for complex aircraft structures and components. We offer an impressive portfolio of services, including stability calculations, experimental component testing, and damage analyses. We develop test technologies and concepts for traffic engineering, where the highest standards apply. IMA operates in compliance with German and international standards and regulations for and we are certified according to DIN EN 9100 and DIN EN ISO 9001 and ISO 14001. All our testing laboratories are accredited in accordance with DIN EN ISO/IEC 17025 (DAkkS, registration number D-PL-13119-02-00) which allows us to develop new test methods. Since 2011 the field material testing of non-metallic materials and since 2012 the field material testing of metallic materials have been accredited in accordance with the standard of aircraft industry NADCAP (National Aerospace and Defence Contractors Accreditation Program). Verifying the reliability and safety of materials for the entire component lifetime is a demanding complex matter. Our engineers build on knowledge which has grown here over the course of decades. The roots of IMA Dresden reach back into Dresdens airplan construction industry in the fifties. From 1958 the passenger jet '152' was statically tested here and fatigue tests in a water tank started in 1960. For the predecessor enterprise of IMA Dresden, the IfL Institute for lightweight construction and economic use of materials (1961-1990), the numerical and experimental verification of stability were core topics.","Aerospace, Industrial Engineering, Usability Testing",IMA Materialforschung und Anwendungstechnik develops and performs customized testing of all types of materials and components.,1990-05-18,day,http://www.ima-dresden.de/index.php?ILNK=home_ueberblick&iL=2
eVinh,https://www.crunchbase.com/organization/evinh,Active,For Profit,Private,,1-10,"San Jose, California, United States",Grant,225000,USD,225000,"eVInh is an all-electric flying vehicle design and manufacturing company.  Its technology is accepted by US Air Force and the company is granted $150,000 to develop the next-generation electric flying vehicle for US Air Force. eVinh is capable of vertical takeoff and landing like a helicopter and flying forward like an airplane using its patented technology.  Potentially, eVinh can carry up to 10 passengers, flying for 150 miles on one charge and autonomous.","Aerospace, Electric Vehicle",All-electric flying car with vertical takeoff & landing like a helicopter & forward flight like an airplane.,2017-11-01,month,https://evinh.com/
Otto Aviation,https://www.crunchbase.com/organization/otto-aviation,Active,For Profit,Private,$1M to $10M,11-50,"Yorba Linda, California, United States",,,,,"Founded in 2008, Otto Aviation is redefining private aviation. The groundbreaking Celera 500L aircraft will forever change the way people and parcels fly. The company is ushering in a new era by using its advanced technology and design to address the challenges within the aviation industry. These breakthroughs make the convenience of private aviation accessible to both business and leisure travelers everywhere. To learn more, visit www.ottoaviation.com.","Aerospace, Air Transportation",Developing fuel-efficient commercially viable passenger aircraft,2008-01-01,year,https://www.ottoaviation.com/
Castrol,https://www.crunchbase.com/organization/castrol,Active,For Profit,Private,$10M to $50M,10001+,"Pangbourne, West Berkshire, United Kingdom",,,,,"Castrol is a worldwide leader in high performance lubricants for the automotive, industrial, marine and aerospace industries. Castrol manufactures products on a global basis, supplying customers in over 150 countries around the world. Castrol is a wholly-owned subsidiary of BP PLC.","Aerospace, Automotive, Consumer Electronics, Manufacturing, Oil and Gas","Castrol is a worldwide leader in high performance lubricants for the automotive, industrial, marine and aerospace industries.",1899-01-01,year,http://www.castrol.com/
Internest,https://www.crunchbase.com/organization/internest,Active,For Profit,Private,Less than $1M,11-50,"Paris, Ile-de-France, France",Venture - Series Unknown,311494,USD,311494,"Internest is a developer of a precise positioning system designed for rotating winged vehicles. The company's system utilizes a local landing system which is an embedded system with firmware and hardware to provide robust and accurate positioning information for all visibility, weather and environment, enabling security companies, military and maritime companies to assist drones and helicopters in their critical operations to improve flight safety.",Aerospace,Internest is a developer of a precise positioning system designed for rotating winged vehicles.,2016-01-01,year,http://internest.fr/fr/
Golden Spike,https://www.crunchbase.com/organization/golden-spike,Active,For Profit,Private,$1M to $10M,11-50,"Boulder, Colorado, United States",Seed,600000,USD,600000,"The Golden Spike Company is working to implement and operate a human space transportation system at commercially affordable price points. The company is comprised of veteran space program executives, managers, engineers, and entrepreneurs focused on generating a sustainable human lunar exploration business that generates profits through multiple high value revenue streams. Its space expeditions will be marketed and sold to governmental agencies, companies, and individuals in the United States and around the world in various industries, including science, commerce, tourism, entertainment, and education. The Golden Spike Company will monetize its expeditions through expedition sales; public participation and membership in expeditions; media rights, brand licensing, and expedition advertising sales; expedition naming rights and merchandising; sales of items flown; sales of returned samples and expeditions artifacts; and entertainment products that market each expedition. People can help the company achieve its goal by making donations and purchasing Golden Spike Co. collectible merchandise.","Aerospace, Tourism, Transportation",The Golden Spike Company is working to implement and operate a human space transportation system at commercially affordable price points.,2010-01-01,year,http://goldenspikecompany.com/
AerLink,https://www.crunchbase.com/organization/aerlink,Active,For Profit,Private,,1-10,"Seattle, Washington, United States",Debt Financing,80000,USD,80000,"AerLink develops Blockchain-based digital transformation solutions for the aviation financing sector. The company was founded in 2019 and based in Seattle, Washington.","Aerospace, Air Transportation, Blockchain, FinTech",AerLink develops Blockchain-based digital transformation solutions for the aviation financing sector.,2019-01-01,year,
SkyGuru,https://www.crunchbase.com/organization/skyguru,Active,For Profit,Private,,1-10,"New York, New York, United States",Seed,130000,USD,130000,,"Aerospace, Air Transportation, Android, iOS, Mobile Apps, Transportation, Travel",SkyGuru provides real-time explanation of what and why happens and what to expect during your flight.,2016-01-01,year,http://myskyguru.com
Selfly,https://www.crunchbase.com/organization/selfly,Active,For Profit,Private,,1-10,"Noordwijk, Zuid-Holland, The Netherlands",Grant,1420265,EUR,1560995,"Selfly ED&A (based in Noordwijk, the Netherlands) aims to provide pilots of small aircraft with electronic eyes. This allows for a new level of collision avoidance that reaches far beyond human vision capability, and thus supports and enhances the safety and efficiency of flying under VFR. While large civil aircraft are guided and informed by Air Traffic Control, small aircraft pilots are often found on their own in potentially dangerous situations. Flying in rugged terrain or heavily congested airspace without being aware of the environment has often proved to be fatal. Selfly is actively seeking new professional partners from the aviation industry to join us in our journey towards complete situational awareness for any pilot in any aircraft.","Aerospace, Air Transportation, Drones, Electronics, Software",Selfly aims to provide pilots of small aircraft with electronic eyes.,2005-01-01,year,http://selfly.nl/
H3X Technologies,https://www.crunchbase.com/organization/h3x-technologies,Active,For Profit,Private,,1-10,"Lakewood, Colorado, United States",Seed,,,,"H3X Technologies manufactures the lightest electric aircraft propulsion systems in the world to enable sustainable aviation. H3X was founded by Jason Sylvestre, Eric Maciolek, and Max Liben.","Aerospace, Air Transportation, Electric Vehicle, Manufacturing",H3X manufactures advanced electric propulsion systems for commercial aviation and other high performance applicaitons.,2020-01-01,year,http://h3x.tech/
Gradient,https://www.crunchbase.com/organization/gradient-c404,Active,For Profit,Private,,1-10,"Newport News, Virginia, United States",Pre-Seed,325000,USD,325000,"Gradient is developing an aircraft that never has to land.  A solar powered system which collects enough energy during the day to remain aloft throughout the night, and can repeat that cycle indefinitely without fuel constraints.  Such a capability allows for High-Altitude Pseudo-Satellites (HAPS) which can provide all the same services as our existing satellite networks, but at vastly reduced cost, complexity, and signal latency.  Other attempts are using standard aircraft designs, but cannot achieve the goal with current battery and solar cell technology.  Gradient is developing a novel concept aerial system which solves the aerodynamic/structural problem within traditional fixed-wing aircraft, by borrowing a design concept from a helicopter.  The Tethered Uni-Rotor Network (TURN) system uses 14X less power than comparable fixed-wing designs, and puts the goal of eternal flight within reach.","Aerospace, Drones, Telecommunications",Building an aircraft that never has to land.,2015-02-18,day,http://www.turnuav.com
T-Minus Engineering,https://www.crunchbase.com/organization/t-minus-engineering,Active,For Profit,Private,Less than $1M,1-10,"Delft, Zuid-Holland, The Netherlands",Grant,50000,EUR,53846,"T-Minus Engineering develops and operates autonomous air- and space vehicles for scientific research, primarily sounding rockets.","Aerospace, Internet, Manufacturing, Mechanical Engineering",T-Minus Engineering focuses on the development of rocket-related products for the European market.,2011-01-01,year,http://www.t-minus.nl/
United States Air Force,https://www.crunchbase.com/organization/united-states-air-force,Active,For Profit,Private,,10001+,"Washington, District of Columbia, United States",,,,,"The United States Air force is the aerial arm of the armed forces of the United States of America. The Air Force provides compelling air, space, and cyber capabilities for use by the combatant commanders of the U.S. armed forces. The Air Force maintains a size of over 330,000 active personnel in its ranks with over 5,000 aircrafts. The Air Force also maintains 63 satellites. The annual budget of the force is over US$ 140 billion.   The United States Air Force was formed in 1947 by the National Security Act and has been deployed in many major conflicts around the world. Besides its combat role, the U.S. Air Force is also a major contributor to relief and aid operations around the world. The United States Air Force has its headquarters at the Pentagon in Virginia.","Aerospace, Medical, National Security",The United States Air Force is the aerial arm of the armed forces of the United States of America.,1951-01-01,year,http://www.af.mil/
