Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
Texas Institute For Neurological Disorders,https://www.crunchbase.com/organization/texas-institute-for-neurological-disorders,Active,For Profit,Private,,101-250,"Sherman, Texas, United States",,,,,,"Health Care, Health Diagnostics, Hospital, Medical, Neuroscience","Texas Institute for Neurological Disorders provides collaborative, comprehensive, and convenient neurology care for patients.",1978-01-01,year,https://www.texasinstituteforneurologicaldisorders.com/
NeuroScience Associates,https://www.crunchbase.com/organization/neuroscience-associates,Active,For Profit,Private,,11-50,"Knoxville, Tennessee, United States",,,,,,"Biotechnology, Life Science, Medical, Neuroscience","NeuroScience Associates offers mass-production neurohistology, antibody staining, and image analysis services.",1989-01-01,year,https://www.neuroscienceassociates.com
Akrivia Health,https://www.crunchbase.com/organization/akrivia-health,Active,For Profit,Private,$1M to $10M,11-50,"Oxford, Oxfordshire, United Kingdom",,,,,,"Biotechnology, Health Care, Neuroscience",Akrivia Health is a research organization that offers to store data on neuroscience.,2019-01-01,year,https://akriviahealth.com
Mind Media,https://www.crunchbase.com/organization/mind-media,Active,For Profit,Private,,11-50,"Herten, Limburg, The Netherlands",,,,,,"Health Diagnostics, Neuroscience, Psychology","Mind Media focuses on the development of sociophysiology and neuroscience through neurofeedback, biofeedback, quantified EEG & research.",1992-01-01,day,http://www.mindmedia.nl
SensoryLab,https://www.crunchbase.com/organization/sensorylab,Active,For Profit,Private,Less than $1M,,"Moscow, Moscow City, Russian Federation",,,,,,"Advertising, Marketing, Neuroscience, Professional Services",SensoryLab is a neuromarketing firm that uses emotional reactions & human behaviour to evaluate products and develop marketing strategies.,,,https://sensorylab.ru/
MCAREM,https://www.crunchbase.com/organization/mcarem,Active,For Profit,Private,,1-10,"Delhi, Delhi, India",,,,,"The MIND CARE AND MANAGEMENT ASSOCIATES is a pioneering group of Mental Health professionals and expert Neuro-Psychologists based in Mumbai and Delhi (India).It gives us immense pleasure to introduce you Mcarem advanced, cutting-edge, purely evidence-based, scientifically proven and rigorously tested, totally non-invasive, totally side-effects free, drugless and harmless technology-based neurotherapies along with functional neuro-psychological assessment for brain regeneration at its core cellular levels in the most natural way.","Health Care, Neuroscience, Service Industry","MCAREM is a group of health professionals that provides mind care, neuro treatment, and other psychological services.",2014-02-20,day,http://www.mcarem.com
IMT Holdings,https://www.crunchbase.com/organization/imt-holdings,Active,For Profit,Private,$1M to $10M,1-10,"Herndon, Virginia, United States",,,,,"IMT Holdings, Corp. (IMT) develops and delivers the best in high-value, Business and Government Analytic information software products.  We specialize in enhanced natural language processing (NLP) for content analytics, including entity and relationship extraction; geospatial coordinate mapping and geotagging products.","Neuroscience, Software","IMT Holdings, Corp. (IMT) develops and delivers the best in high-value, Business and Government Analytic information software products. We",2007-01-01,year,http://www.imtholdings.com
Cambridge Future Tech,https://www.crunchbase.com/organization/cambridge-future-tech,Active,For Profit,Private,,1-10,"Cambridge, Cambridgeshire, United Kingdom",Seed,,,,"Facilitating The Next Generation Of Deep Technology Innovation.  Cambridge Future Tech is a venture builder for deep tech startups. We work with extraordinary human capital from source to turn fantastic inventions into commercially successful ventures, facilitating the next generation of Deep Tech Innovation.  We have established a commercialisation engine building bleeding-edge ideas into successful High Growth Ventures. We take an active role, directly operating our portfolio ventures, acting as both co-founder and investor. We help founders and innovators establish a world-class team, with direct access to customers and investors through our network.","Advanced Materials, Artificial Intelligence, Neuroscience, Quantum Computing, Robotics, Venture Capital",A Venture Builder Facilitating The Next Generation Of Deep Technology Innovation.,2020-12-14,day,https://camfuturetech.com
ATP Lab,https://www.crunchbase.com/organization/atp-lab,Active,For Profit,Private,,,"Granby, Quebec, Canada",,,,,,"Health Care, Manufacturing, Neuroscience, Personal Health, Women's","ATP Lab is a manufacturing company that produces a range of natural, digestive, and neurological health and performance products.",2010-01-01,year,https://atplab.com/
Neurobotics,https://www.crunchbase.com/organization/neurobotics,Active,For Profit,Private,,11-50,"Moscow, Moscow City, Russian Federation",,,,,,"Artificial Intelligence, Neuroscience, Psychology, Robotics","Equipment for scientific research in the field of neuroscience, physiology and behavior Anthropomorphic robotics and robotic products",2004-02-01,month,https://neurobotics.ru/en/
Innovage,https://www.crunchbase.com/organization/innovage,Active,For Profit,Private,,,"Tokyo, Tokyo, Japan",,,,,,"Health Care, Lifestyle, Neuroscience",Innovate Aging Society is a company that solves problems in an aging society,2013-03-04,day,https://innovage.co.jp/
Macrobian-Biotech,https://www.crunchbase.com/organization/macrobian-biotech,Active,For Profit,Private,,1-10,"Amsterdam, Noord-Holland, The Netherlands",,,,,,"Biotechnology, Clinical Trials, Neuroscience",Macrobian-Biotech aims at performing clinical research and treatments for disorders affecting the dopamine system.,2017-01-01,day,http://www.macrobian-biotech.com/
Tetraneuron,https://www.crunchbase.com/organization/tetraneuron,Active,For Profit,Private,$1M to $10M,1-10,"Valencia, Comunidad Valenciana, Spain",,,,,Tetraneuron is a gene therapy biotech company. They develop disruptive multifactorial gene therapy to treat Alzheimer’s disease and a biomarker for early detection of this disease. They respond to customer inquiries by contact form and email.,"Biotechnology, Medical, Neuroscience, Pharmaceutical",Tetraneuron is a drug discovery company in treating brain and neurodegenerative conditions.,2012-01-01,year,https://tetraneuron.com
Psyciencia,https://www.crunchbase.com/organization/psyciencia,Active,For Profit,Private,,1-10,"Paraná, Entre Rios, Argentina",,,,,,"Health Care, Neuroscience, Psychology","Psyciencia is a website, specializes in evidence-based psychology & neuroscience that shares articles to extend the knowledge of psychology.",2012-01-01,day,http://psyciencia.com
WikiSeer,https://www.crunchbase.com/organization/wikiseer,Active,For Profit,Private,Less than $1M,1-10,"Santa Clara, California, United States",,,,,"WikiSeer is a company based out of Santa Clara, CA, United States.","Internet, Mobile, Neuroscience","WikiSeer is a company based out of Santa Clara, CA, United States.",2010-01-01,year,http://www.wikiseer.com
London Neurosurgery Partnership,https://www.crunchbase.com/organization/london-neurosurgery-partnership,Active,For Profit,Private,,1-10,"London, England, United Kingdom",,,,,"The patients who suffer from the problem of lower back pain that comprise tried feeling in the foot or the other indications of a neurologic shortfall will most frequently referred to a neurosurgeon or some skilled neurological surgeon, who is a medical professional with his complete focus on your nerves.","Health Care, Medical, Neuroscience",London Neurosurgery Partnership is a group of 11 spinal and cranial neurosurgeons working together,,,https://www.lnpuk.com/
Shankle Clinic,https://www.crunchbase.com/organization/shankle-clinic,Active,For Profit,Private,$1M to $10M,11-50,"Newport Beach, California, United States",,,,,,"Health Care, Neuroscience",Shankle Clinic is a widely regarded and respected clinic specialising in the management and treatment of neurodegenerative conditions.,1997-01-01,day,https://www.shankleclinic.com
Neurologics,https://www.crunchbase.com/organization/neurologics,Active,For Profit,Private,,11-50,"Los Angeles, California, United States",,,,,,"Health Care, Medical, Neuroscience",Neurologics is a medical company that pairs mainstream neuroscience with technology to create programs that improve brain function.,,,https://neurologics.com
Vitae.Coach,https://www.crunchbase.com/organization/vitae-coach,Active,For Profit,Private,,1-10,"Sydney, New South Wales, Australia",,,,,,"Career Planning, Neuroscience","Vitae.Coach provides neuroscience, technology and performance coaching.",2016-01-01,day,https://www.vitae.coach/
Buffalo Neurosurgery Group,https://www.crunchbase.com/organization/buffalo-neurosurgery-group,Active,For Profit,Private,$1M to $10M,,"Buffalo, New York, United States",,,,,,"Health Care, Medical, Neuroscience",Buffalo Neurosurgery Group is a medical practice company that offers healthcare and neurosurgical care services.,,,https://www.buffaloneuro.com/
SynCath NeuroScience,https://www.crunchbase.com/organization/syncath-neuroscience,Active,For Profit,Private,,1-10,,,,,,,"Medical, Neuroscience",SynCath Neuroscience is a preclinical stage MedTech startup.,,,https://www.syncath.com/
FinGenius,https://www.crunchbase.com/organization/fingenius,Active,For Profit,Private,$1M to $10M,1-10,"London, England, United Kingdom",,,,,"FinGenius offers a range of artificial intelligence and natural language processing solutions to the finance industry. Its platform automatically understands banks’ complex data and delivers it to customers and employees in a user-friendly format. End users can ask anything in the language of their choice by typing or verbally expressing their message and FinGenius will find suitable answers. All answers are personalized to the user’s profile, ensuring that relevant information is delivered. The company also offers advanced analytics, customer support, and bespoke integration services. Headquartered in London, the United Kingdom, the company was founded in 2013.","Artificial Intelligence, Big Data, Enterprise Software, FinTech, Machine Learning, Natural Language Processing, Neuroscience",FinGenius is a technology company that develops artificial intelligence and natural language processing solutions for financial institutes.,2013-01-01,year,http://www.fingenius.com
PJ Care,https://www.crunchbase.com/organization/pj-care,Active,For Profit,Private,$10M to $50M,251-500,"Bletchley, Milton Keynes, United Kingdom",,,,,,"Health Care, Neuroscience, Rehabilitation",PJ Care specializes in providing neurological care & neuro-rehabilitation services for both acquired & degenerative neurological conditions.,2000-01-01,year,https://www.pjcare.co.uk
Brain Image Analysis,https://www.crunchbase.com/organization/brain-image-analysis,Active,For Profit,Private,,1-10,"Coralville, Iowa, United States",,,,,,"Artificial Intelligence, Biotechnology, Medical, Neuroscience",Brain Image Analysis offers structural image processing for neuroscience research.,2010-01-01,day,http://www.brainimageanalysis.com/
Campus Alberta Neuroscience,https://www.crunchbase.com/organization/campus-alberta-neuroscience,Active,For Profit,Private,$1M to $10M,1-10,"Calgary, Alberta, Canada",,,,,,"Education, Health Care, Neuroscience",Campus Alberta Neuroscience works to improve an already strong Alberta neuroscience educational landscape.,2012-01-01,day,https://www.albertaneuro.ca
Redwood Neuroscience Institute,https://www.crunchbase.com/organization/redwood-neuroscience-institute,Active,For Profit,Private,Less than $1M,1-10,"Berkeley, California, United States",,,,,"Redwood Neuroscience Institute is a research organization that is dedicated to advancing neurological knowledge. Redwood Neuroscience Institute’s goal is to develop mathematical and computational models of the underlying neurobiological mechanisms involved in perception, cognition, learning, and motor function. It collaborates with experimental neuroscience labs in the design of experiments and in the analysis of neural data. The center hosts seminars, workshops, and distinguished lecturers and visitors. These programs are supported by the Redwood Center Endowment, made possible by a generous gift from the Strauss-Hawkins Trust. Redwood Neuroscience Institute is headquartered in the United States. The company was founded by Jeff Hawkins.","Biotechnology, Health Care, Medical, Neuroscience",Redwood Neuroscience Institute is a research organization from Berkeley that is dedicated to advancing neurological knowledge.,,,http://redwood.berkeley.edu
Mindguard,https://www.crunchbase.com/organization/mindguard,Active,For Profit,Private,,,"Caesarea, Hefa, Israel",Series C,15000000,USD,15000000,"The MindGuard team offers a unique blend of scientific and engineering expertise. The company know-how integrates the fields of mechanical engineering, blood flow dynamics and blood cell biology with cardiology, neurology and invasive radiology. World opinion leaders are active participants on the multidiscipline International Advisory Board purposed to further company endeavors.","Medical, Medical Device, Neuroscience",The MindGuard team offers a unique blend of scientific and engineering expertise.,2000-01-01,year,
"Spartanburg Neurological Center, P.A.",https://www.crunchbase.com/organization/spartanburg-neurological-center-p-a,Active,For Profit,Private,$1M to $10M,11-50,"Spartanburg, South Carolina, United States",,,,,"SNC is a group neurology practice representing several subspecialty areas such as adult neurology, clinical neurophysiology. Initially, it started as a solo practice, and now it turned into group practice, which has recognized the need for a diversified practice. The clinical knowledge of a subspecialized neurology practice is advantageous to the community, and growth will continue as they add new physicians and services.","Health Care, Hospital, Medical, Neuroscience","SNC is a group neurology practice representing several subspecialty areas including adult neurology, clinical neurophysiology.",1990-01-01,year,https://www.neurologycc.net/
Blckb,https://www.crunchbase.com/organization/blckb,Active,For Profit,Private,,,"Ljubljana, Ljubljana Urban Commune, Slovenia",,,,,"Blckb brings the potential of brain imaging technology to new fields of use outside of traditional labs to help create a better future.  The believes with all of their hearts (and brains) that brain imaging technology will fundamentally improve the lives, the societies and the planet. In order to make this happen, the company is dedicated in spreading this wonderful technology to areas of use that have yet to benefit from increasingly better understanding of the brain. In a world dominated by IoT, where everything is interconnected, the only thing that remains to be connected is the brain.","Biotechnology, Hospital, Life Science, Medical, Neuroscience",Blckb brings the potential of brain imaging technology to new fields of use outside of traditional labs to help create a better future. ,,,http://blckb.eu
Clinica Veterinaria Roma Sud,https://www.crunchbase.com/organization/clinica-veterinaria-roma-sud,Active,For Profit,Private,,101-250,"Rome, Lazio, Italy",,,,,,"Health Care, Medical, Medical Device, Neuroscience",Clinica Veterinaria Roma Sud is a pet health care center offering structural capability.,1996-01-01,year,https://www.cvrs.it/
Classroomate,https://www.crunchbase.com/organization/classroomate,Active,For Profit,Private,,1-10,"Santiago, Region Metropolitana, Chile",,,,,Software company that develops intelligent systems to maximise learning by detecting the way students learn,"EdTech, Education, Higher Education, Information Technology, Intelligent Systems, Neuroscience, Primary Education, Secondary Education",Edtech,2017-07-12,day,http://www.classroomate.com
BrainCarta,https://www.crunchbase.com/organization/braincarta,Active,For Profit,Private,,,"De Bilt, Utrecht, The Netherlands",,,,,,"Biotechnology, Health Care, Medical Device, Neuroscience","Braincarta promotes their product, Elonav that provides analysis and clinical reporting of functional MRI scans and used by neurosurgeons.",,,https://braincarta.com/
Coppola lab,https://www.crunchbase.com/organization/coppola-lab,Active,For Profit,Private,,,"Los Angeles, California, United States",,,,,,"Biotechnology, Genetics, Neuroscience",Coppola Lab specializes in the genetic architecture of neuropsychiatric disorders.,,,
International Neural Network Society (INNS),https://www.crunchbase.com/organization/international-neural-network-society-inns,Active,For Profit,Private,Less than $1M,11-50,"Hoffman Estates, Illinois, United States",,,,,,"Health Care, Neuroscience",International Neural Network Society (INNS) is engaged in researching individual interested and computational understanding of the brain,1987-01-01,year,https://www.inns.org/
Big Corporation,https://www.crunchbase.com/organization/big-corporation,Active,For Profit,Private,,,"San Ramon, California, United States",,,,,,"Advertising, Creative Agency, Neuroscience","Big Corporation is a creative agency of strategists, mathematicians, statisticians, engineers, and neuroscientists that also focuses on ROI.",,,https://www.bigcorporation.com/
NIRSleep,https://www.crunchbase.com/organization/nirsleep,Active,For Profit,Private,,1-10,"Richmond, Virginia, United States",Grant,,,,,"Fitness, Health Care, Information Technology, Neuroscience",NIRSleep is developing an easy-to-use wearable neuroimaging platform to monitor neural activity by measuring cerebral oxygenation.,2018-01-01,day,https://nirsleep.com/
Gatsby Charitable Foundation,https://www.crunchbase.com/organization/gatsby-charitable-foundation,Active,For Profit,Private,$10M to $50M,101-250,"London, England, United Kingdom",,,,,,"Advice, Education, Neuroscience","The Gatsby Charitable Foundation serves as a project enabler, designing, developing, supervising, and, delivering activities.",1967-03-17,day,https://www.gatsby.org.uk
SuperSmartHealth,https://www.crunchbase.com/organization/supersmarthealth,Active,For Profit,Private,,1-10,"San Diego, California, United States",,,,,,"Education, Health Care, Neuroscience, Training",SuperSmartHealth provides leadership development and neuroscience-based books and programs for businesses and healthcare professionals.,2007-01-01,year,https://supersmarthealth.com
Brain Biosciences,https://www.crunchbase.com/organization/brain-biosciences,Active,For Profit,Private,Less than $1M,1-10,"Rockville, Maryland, United States",,,,,,"Manufacturing, Medical, Medical Device, Neuroscience",Brain Biosciences specializes in manufacturing state-of-the-art molecular brain imaging devices for the diagnosis of neurological disorders.,2012-01-01,year,https://www.brain-bio.com
Academy of Executive Coaching,https://www.crunchbase.com/organization/academy-of-executive-coaching,Active,For Profit,Private,$1M to $10M,11-50,"London, England, United Kingdom",,,,,"Academy of Executive Coaching transforms individuals, teams, and organizations globally through world-class, accredited executive and team coach training and coaching-based solutions for organizations. They combine business experience with a deep understanding of how people function, grow and change. They teach coaching methodologies, they work to develop their own model, own style, and own 'signature presence'​.","Consulting, Neuroscience, Training",Academy of Executive Coaching provides executive coach training and coaching-based solutions.,1999-01-01,year,https://www.aoec.com
Comprehensive Neurology Services,https://www.crunchbase.com/organization/comprehensive-neurology-services,Active,For Profit,Private,Less than $1M,11-50,"Frederick, Maryland, United States",,,,,,"Health Care, Medical, Neuroscience, Wellness","Comprehensive Neurology Services is a health care system that provides complete neurological care, diagnosis, and treatment for patients.",2008-01-01,year,https://thecns.com/
sensedat,https://www.crunchbase.com/organization/sensedat,Active,For Profit,Private,,,"Padova, Veneto, Italy",,,,,"sensedat analytics engine takes out clinically relevant indicators from physiological data collected with medical grade devices (stress, anxiety, depression, pain and sleep quality) offering a full-system for clinical research, market research and health & safety on the workplace.","Biotechnology, Health Care, Human Resources, Life Science, Neuroscience","SaaS, SaMD",2019-04-01,day,https://www.sense-dat.com
Lumena,https://www.crunchbase.com/organization/lumena,Active,For Profit,Private,,1-10,,,,,,,"Hardware, Neuroscience, Wellness",Sensory immersion product & research company with a mission to reduce perception-based suffering and unlock human potential.,2018-01-01,year,https://lumenalabs.com
Ideal Health Careers,https://www.crunchbase.com/organization/ideal-health-careers,Active,For Profit,Private,$1M to $10M,1-10,"Atlanta, Georgia, United States",,,,,"Ideal Health Careers is a neuro-diagnostic recruiting firm, that provides services intra-operative monitoring, EEG, EMG, nerve conduction, neuro ICU and neurocritical care, neuromodulation, sleep medicine/respiratory care, product marketing, and clinical application, neurophysiology, neuromodulation, and neurosciences community.","Health Care, Neuroscience, Recruiting",Ideal Health Careers is a recruiting firm serving the neurophysiological and surgical marketplace.,2005-01-01,year,https://www.idealhealthcareers.com
MazeEngineers,https://www.crunchbase.com/organization/mazeengineers,Active,For Profit,Private,Less than $1M,1-10,"Cambridge, Massachusetts, United States",,,,,"MazeEngineers is providing neurobehavioral technology to automate research. Our behavioral mazes are integrated with living cages, metabolic environments, and various other 24/7 monitoring systems for high output data generation of mice in a natural setting, without stress and specifically for exacted testing. MazeEngineers develops applications for neurobehavior for all types of animals, and we specialize in customized jobs. Our customers include private and public universities, military, biotech and pharmaceutical companies, and other researchers.",Neuroscience,MazeEngineers brings behavioral research to the forefront of innovation.,2012-01-01,year,https://mazeengineers.com/
NeuroTech Analytics,https://www.crunchbase.com/organization/nuerotech-aanalytics,Active,For Profit,Private,,1-10,"London, England, United Kingdom",,,,,"Neurotech Analytics is the leading neurotech-focused analytical hub, producing advanced analytical reports on the whole scope of neurotech industries using sophisticated multi-dimensional analytical frameworks and algorithmic methods that combine hundreds of specially-designed and specifically-weighted metrics and parameters to deliver sophisticated market intelligence, pragmatic forecasting and tangible industry benchmarking. Our analytics covers the following aspects of neurotech market:     Leading neurotech companies, investors, NGOs, hubs, conferences, influencers, journalists, research institutions     Market structure     Technologies usage and implementation     Current and future trends of neurotech industry, as well as predictions     Cases of the most successful and impactful players of the market     Aspects of global neurotech race     Investment opportunities, problems and risks     Analysis of technology and investment readiness levels for different neurotech sectors     Social and ethical implications of neurotech By analyzing current technological and business trends in neurotech, presenting the overview of various neurotech markets and technologies,  and highlighting and forecasting trends, Neurotech Analytics is able to identify the key drivers of neurotech industry, estimate its prospects, opportunities and risks, offer recommendations considering what has  to be done to develop an efficient market strategy in neurotech market.","Market Research, Neuroscience","Neurotech Analytics is the world’s premier source of NeuroTech Industry Analytics, Forecasting and Benchmarking.",2019-10-23,day,https://www.neurotech.com/
Vector Neurosciences,https://www.crunchbase.com/organization/vector-neurosciences,Active,For Profit,Private,,,,,,,,Vector Neurosciences develops Phase 2 clinical development for Parkinson’s disease.,"Genetics, Neuroscience, Therapeutics",Vector Neurosciences develops Phase 2 clinical development for Parkinson’s disease.,,,
National Brain Injury Institute,https://www.crunchbase.com/organization/national-brain-injury-institute,Active,For Profit,Private,,11-50,"Dallas, Texas, United States",,,,,"National Brain Injury Institute offers services such as comp. neuro evaluation, diffusion tensor imaging, neuro psyche, life care plans, medical examinations, and brain rehabilitation.  They offer treatments for co-occurring disorders, severe mental health, treatment planning, interventions, and familiarity with diagnostic and assessment processes.","Clinical Trials, Health Care, Health Diagnostics, Neuroscience, Rehabilitation",National Brain Injury Institute offers services in diagnosis and treatment of traumatic brain Injury.,,,https://nationalbii.com
Hinfact,https://www.crunchbase.com/organization/hinfact,Active,For Profit,Private,,11-50,,,,,,,"Aerospace, Computer Vision, Human Computer Interaction, Neuroscience, Software",Hinfact provides solutions to improve safety from pilot training to full-scale operations in the aviation industry.,2018-10-25,day,https://hinfact.com/
"Virginia Ear, Nose & Throat",https://www.crunchbase.com/organization/virginia-ear-nose-throat,Active,For Profit,Private,$1M to $10M,101-250,"Richmond, Virginia, United States",,,,,,"Health Care, Medical, Neuroscience","Virginia Ear, Nose & Throat offers health care services within snoring, sleeping disorders, neurotology, pediatric and plastic surgery.",,,https://www.virginiaent.com/
ISN Psychology,https://www.crunchbase.com/organization/isn-psychology,Active,For Profit,Private,$1M to $10M,11-50,"Ivanhoe, Victoria, Australia",,,,,,"Higher Education, Neuroscience, Training","ISN Psychology offers higher education that includes psychology, social neuroscience, clinical psychology and evolutionary psychology.",2017-01-01,year,https://isn.edu.au/
Gray Matter Research,https://www.crunchbase.com/organization/gray-matter-research,Active,For Profit,Private,Less than $1M,1-10,"Bozeman, Montana, United States",,,,,Gray Matter Research is a manufacturer and distributor of medical instrumentation for neurophysiological research. Gray Matter Research received one of the first BRAIN Initiative research grants. This funding was used to optimize their existing electrode microdrives. They continue to provide quality neurophysiological research equipment to labs around the world. Telephone and email contacts are used for inquiries.,"Machinery Manufacturing, Medical Device, Neuroscience",Gray Matter Research distributes medical instruments to neuroscience labs.,2007-01-01,year,https://www.graymatter-research.com
Flow Consciousness Institute,https://www.crunchbase.com/organization/flow-consciousness-institute,Active,For Profit,Private,,1-10,"Santa Barbara, California, United States",,,,,Flow Consciousness Institute is an RESEARCHING & DEVELOPING CUTTING EDGE TOOLS FOR UNLOCKING HUMAN POTENTIAL.,"Neuroscience, Training",Flow Consciousness Institute is an RESEARCHING & DEVELOPING CUTTING EDGE TOOLS FOR UNLOCKING HUMAN POTENTIAL.,2012-01-01,year,https://www.flowconsciousnessinstitute.com/
The Leibniz Institute for Neurobiology,https://www.crunchbase.com/organization/the-leibniz-institute-for-neurobiology,Active,For Profit,Private,,251-500,"Magdeburg, Sachsen-Anhalt, Germany",,,,,,"Biotechnology, Education, Neuroscience",Leibniz Institute for Neurobiology is a research institute that focuses on learning and memory processes.,1992-01-01,year,https://www.lin-magdeburg.de
NeuroTrials Research,https://www.crunchbase.com/organization/neurotrials-research,Active,For Profit,Private,$1M to $10M,11-50,"Atlanta, Georgia, United States",,,,,"NeuroTrials Research, Inc. is an independent research organization devoted exclusively to investigational drug research and diagnostic testing, specializing in the Central Nervous System (CNS) area. NeuroTrials Research has the largest and most advanced sleep research laboratory in the Southeast with the ability to run studies night or day, seven days a week. Their expert and professional team of experienced staff are dedicated to the safety and well-being of their subjects and the accuracy of research for our clients.","Clinical Trials, Health Care, Neuroscience",NeuroTrials Research is an independent research organization devoted exclusively to investigational drug research and diagnostic testing.,1997-01-01,year,http://www.neurotrials.com/
Bettermind,https://www.crunchbase.com/organization/bettermind,Active,For Profit,Private,,,"Luzern, Luzern, Switzerland",,,,,,Neuroscience,Bettermind is dedicated to support bold personalities and outstanding companies to reach peak performance.,,,http://bettermind.me
Dynamic Links International,https://www.crunchbase.com/organization/dynamic-links-international,Active,For Profit,Private,$1M to $10M,11-50,"Cincinnati, Ohio, United States",,,,,"Dynamics Links International, a global consulting company, has extensive experience with High Performance Leadership and Teams, as well as Toyota Production Systems. DLI helps leaders and their organizations aspire to greater profitability by providing culture transformations, executive coaching, training and assessments.","Consulting, Home Health Care, Neuroscience, Personal Health","Dynamic Links International, a global consulting firm, has experience in High Performing Teams and Toyota Production Systems.",,,https://www.dynamiclinksint.com/
Neurodio,https://www.crunchbase.com/organization/neurodio,Active,For Profit,Private,,1-10,"Torun, Kujawsko-Pomorskie, Poland",,,,,"We don’t want education to be boring, so we blend game design with knowledge of the human mind. This is why our games are not only engaging for the player, but also effective at training various skills. Our company comprises of psychologists, cognitivists and programmers from the Neurocognitive Laboratory at Nicolaus Copernicus University of Toruń. This is the source of our knowledge of effective solutions.","Education, Gamification, Neuroscience, STEM Education, Video Games",Game design + neuroscience,2016-01-25,day,http://neurodio.com
Gaitaid,https://www.crunchbase.com/organization/gaitaid,Active,For Profit,Private,,,"Billerica, Massachusetts, United States",,,,,,"Health Care, Medical, Neuroscience",Gaitaid is a medical device that assists patients with neurological impairments in improving their mobility.,,,http://medigait.com/main/
Ososim,https://www.crunchbase.com/organization/ososim,Active,For Profit,Private,Less than $1M,1-10,"Cambridge, Cambridgeshire, United Kingdom",,,,,"Ososim helps organizations bridge the gap between theory and practice through learning technology.  The company customises solutions so that they meet a variety of client needs, helping to achieve key business objectives such as changing attitudes and behaviors, increasing sales or maximizing recruitment success.","Information Technology, Neuroscience, Software",Ososim is a learning technology company.,2008-01-01,year,http://www.ososim.com
BESA,https://www.crunchbase.com/organization/besa-5dad,Active,For Profit,Private,$50M to $100M,11-50,"Germany, Georgia, United States",,,,,"BESA was founded by Dr. Michael Scherg in 1995 as MEGIS Software GmbH. They are a leader in EEG/MEG analysis, and they employ highly skilled employees. They have been in the human brain research field for 30 years. BESA's tools cover all aspects of neurophysiological analysis. The company's main goal is to provide new advanced technologies for analysis and visualization of human brain activity using expert knowledge in: Clinical Neurophysiology, Neuroimaging and Neuroscience.","Clinical Trials, Neuroscience, Software",BESA provides digital EEG and MEG software for research and clinical applications.,1995-01-01,year,https://www.besa.de/
AssistMyCase,https://www.crunchbase.com/organization/assistmycase,Active,For Profit,Private,Less than $1M,1-10,"San Francisco, California, United States",,,,,"Company Overview: AssistMyCase™, Inc. is an enterprise SaaS provider of Litigation analytics service that highlights trends and patterns using patent-pending predictive technologies to identify contextual litigation data that can assist attorneys and companies to increase the probability of case success from the very outset of their cases. Pain:   Businesses are desperate to efficiently resolve incoming lawsuits as it is prohibitively costly and harms their business. The Litigators are under pressure to efficiently address litigation earlier and for less cost as their clients are now, more than ever, focusing on litigation cost, including settlement, and looking for ways to drive them down. The U.S. litigation market totals $200B for legal cost, with settlement cost at 4X of legal cost. On average, the Fortune 500 companies are faced with 20 cases per year with duration of 3 years consuming 1/3 of their after-tax profits.  Not to mention the soft costs (executive distraction, opportunity cost of litigation dollars, etc.).  Solution: AssistMyCase enables superior litigation defense by uncovering hidden connections and discovering discrepancies within the context of the litigation, detecting patterns and anomalies using case documents, public and proprietary data and social / online footprints, and gets smarter as the litigation proceeds to increase litigators' probability of litigation success from the outset.","Analytics, Big Data, Legal, Neuroscience, Predictive Analytics",AssistMyCase is an enterprise SaaS provider of Litigation analytics service that highlights trends.,2013-07-01,day,http://www.AssistMyCase.com/
Linguistic Agents,https://www.crunchbase.com/organization/linguistic-agents,Active,For Profit,Private,,1-10,"Jerusalem, Yerushalayim, Israel",,,,,"Linguistic Agents is a privately held company based in Jerusalem, Israel. It is specializing in the field of artificial intelligence and natural language. ","Artificial Intelligence, Machine Learning, Neuroscience, Semantic Search, Software","Linguistic Agents is a privately held AI and natural language company based in Jerusalem, Israel. Linguistic Agents",1999-01-01,year,https://robocrunch.com
MindWeavers Ltd.,https://www.crunchbase.com/organization/mindweavers-ltd,Active,For Profit,Private,,,"Oxford, Oxfordshire, United Kingdom",,,,,MindWeavers Ltd.  develops and distributes sensory and motor training products based on cutting edge neuroscience research.,"Biotechnology, Neuroscience, Training",MindWeavers Ltd.  develops and distributes sensory and motor training products based on cutting edge neuroscience research.,,,
Neurology Center of Fairfax,https://www.crunchbase.com/organization/neurology-center-of-fairfax,Active,For Profit,Private,,11-50,"Fairfax, Virginia, United States",,,,,,"Health Care, Hospital, Neuroscience",Neurology Center of Fairfax provides personal expert care customized to meet the needs of each patient.,,,https://www.neurologyfairfax.com
Ekam Solutions,https://www.crunchbase.com/organization/ekam-solutions,Active,For Profit,Private,,,"Boston, Massachusetts, United States",,,,,,"Biotechnology, Human Resources, Neuroscience, Pharmaceutical",Ekam Solutions is a pharmaceutical and neuroscience company located in Boston.,2014-01-01,day,http://ekamsolutions.com
